id_new;IdCase;msgFlow;concept:name;msgInstanceId;msgType;org:group;time:timestamp;eventType
7676;case_34;Confirmation;Booking Confirmed;Confirmation_58;receive;Customer;2021-06-16 11:09:53.316000+02:00;notification
7777;case_37;Offer;Check Travel Offer;Offer_60;receive;Customer;2021-06-16 11:09:59.468000+02:00;
7777;case_37;Travel;Book Travel;Travel_61;send;Customer;2021-06-16 11:10:08.406000+02:00;
7777;case_37;Travel;Book Received;Travel_61;send;Customer;2021-06-16 11:10:08.406000+02:00;
7777;case_37;Payment;Pay Travel;Payment_62;send;Customer;2021-06-16 11:10:22.740000+02:00;
7777;case_37;Payment;Payment Received;Payment_62;send;Customer;2021-06-16 11:10:22.740000+02:00;
7777;case_37;Ticket;Ticket Received;Ticket_64;receive;Customer;2021-06-16 11:10:57.437000+02:00;notification
7777;case_37;Confirmation;Booking Confirmed;Confirmation_63;receive;Customer;2021-06-16 11:11:01.378000+02:00;notification
7878;case_4;Offer;Check Travel Offer;Offer_5;receive;Customer;2021-06-16 10:57:44.697000+02:00;
7878;case_4;Offer;Check Travel Offer;Offer_5;receive;Customer;2021-06-16 10:57:56.699000+02:00;
7878;case_4;Offer;Check Travel Offer;Offer_5;receive;Customer;2021-06-16 10:58:24.337000+02:00;
7878;case_4;Offer;Check Travel Offer;Offer_5;receive;Customer;2021-06-16 10:58:40.385000+02:00;
7878;case_4;Travel;Book Travel;Travel_6;send;Customer;2021-06-16 10:58:46.491000+02:00;
7878;case_4;Travel;Book Received;Travel_6;send;Customer;2021-06-16 10:58:46.491000+02:00;
7878;case_4;Payment;Pay Travel;Payment_7;send;Customer;2021-06-16 10:58:59.425000+02:00;
7878;case_4;Payment;Payment Received;Payment_7;send;Customer;2021-06-16 10:58:59.425000+02:00;
7878;case_4;Ticket;Ticket Received;Ticket_9;receive;Customer;2021-06-16 10:59:16.172000+02:00;notification
7878;case_4;Confirmation;Booking Confirmed;Confirmation_8;receive;Customer;2021-06-16 10:59:20.504000+02:00;notification
7979;case_40;Offer;Check Travel Offer;Offer_65;receive;Customer;2021-06-16 11:11:06.340000+02:00;
7979;case_40;Travel;Book Travel;Travel_66;send;Customer;2021-06-16 11:11:10.976000+02:00;
7979;case_40;Travel;Book Received;Travel_66;send;Customer;2021-06-16 11:11:10.976000+02:00;
7979;case_40;Payment;Pay Travel;Payment_67;send;Customer;2021-06-16 11:11:28.128000+02:00;
7979;case_40;Payment;Payment Received;Payment_67;send;Customer;2021-06-16 11:11:28.128000+02:00;
7979;case_40;Ticket;Ticket Received;Ticket_69;receive;Customer;2021-06-16 11:11:52.521000+02:00;notification
7979;case_40;Confirmation;Booking Confirmed;Confirmation_68;receive;Customer;2021-06-16 11:12:00.587000+02:00;notification
8080;case_43;Offer;Check Travel Offer;Offer_70;receive;Customer;2021-06-16 11:12:09.884000+02:00;
8080;case_43;Offer;Check Travel Offer;Offer_70;receive;Customer;2021-06-16 11:12:13.396000+02:00;
8080;case_43;Offer;Check Travel Offer;Offer_70;receive;Customer;2021-06-16 11:12:19.715000+02:00;
8080;case_43;Travel;Book Travel;Travel_71;send;Customer;2021-06-16 11:12:25.874000+02:00;
8080;case_43;Travel;Book Received;Travel_71;send;Customer;2021-06-16 11:12:25.874000+02:00;
8080;case_43;Payment;Pay Travel;Payment_72;send;Customer;2021-06-16 11:12:29.094000+02:00;
8080;case_43;Payment;Payment Received;Payment_72;send;Customer;2021-06-16 11:12:29.094000+02:00;
8080;case_43;Ticket;Ticket Received;Ticket_74;receive;Customer;2021-06-16 11:13:03.770000+02:00;notification
8080;case_43;Confirmation;Booking Confirmed;Confirmation_73;receive;Customer;2021-06-16 11:13:04.914000+02:00;notification
8181;case_46;Offer;Check Travel Offer;Offer_75;receive;Customer;2021-06-16 11:13:15.185000+02:00;
8181;case_46;Offer;Check Travel Offer;Offer_75;receive;Customer;2021-06-16 11:13:30.773000+02:00;
8181;case_46;Offer;Check Travel Offer;Offer_75;receive;Customer;2021-06-16 11:13:36.554000+02:00;
8181;case_46;Offer;Check Travel Offer;Offer_75;receive;Customer;2021-06-16 11:13:42.666000+02:00;
8181;case_46;Travel;Book Travel;Travel_76;send;Customer;2021-06-16 11:13:53.522000+02:00;
8181;case_46;Travel;Book Received;Travel_76;send;Customer;2021-06-16 11:13:53.522000+02:00;
8181;case_46;Payment;Pay Travel;Payment_77;send;Customer;2021-06-16 11:14:06.238000+02:00;
8181;case_46;Payment;Payment Received;Payment_77;send;Customer;2021-06-16 11:14:06.238000+02:00;
8181;case_46;Ticket;Ticket Received;Ticket_79;receive;Customer;2021-06-16 11:14:22.878000+02:00;notification
8181;case_46;Confirmation;Booking Confirmed;Confirmation_78;receive;Customer;2021-06-16 11:14:26.620000+02:00;notification
8282;case_49;Offer;Check Travel Offer;Offer_80;receive;Customer;2021-06-16 11:14:32.813000+02:00;
8282;case_49;Travel;Book Travel;Travel_81;send;Customer;2021-06-16 11:14:42.464000+02:00;
8282;case_49;Travel;Book Received;Travel_81;send;Customer;2021-06-16 11:14:42.464000+02:00;
8282;case_49;Payment;Pay Travel;Payment_82;send;Customer;2021-06-16 11:14:50.387000+02:00;
8282;case_49;Payment;Payment Received;Payment_82;send;Customer;2021-06-16 11:14:50.387000+02:00;
8282;case_49;Ticket;Ticket Received;Ticket_84;receive;Customer;2021-06-16 11:15:30.868000+02:00;notification
8282;case_49;Confirmation;Booking Confirmed;Confirmation_83;receive;Customer;2021-06-16 11:15:33.395000+02:00;notification
8383;case_52;Offer;Check Travel Offer;Offer_85;receive;Customer;2021-06-16 11:15:40.180000+02:00;
8383;case_52;Travel;Book Travel;Travel_86;send;Customer;2021-06-16 11:15:50.411000+02:00;
8383;case_52;Travel;Book Received;Travel_86;send;Customer;2021-06-16 11:15:50.411000+02:00;
8383;case_52;Payment;Pay Travel;Payment_87;send;Customer;2021-06-16 11:15:59.183000+02:00;
8383;case_52;Payment;Payment Received;Payment_87;send;Customer;2021-06-16 11:15:59.183000+02:00;
8383;case_52;Ticket;Ticket Received;Ticket_89;receive;Customer;2021-06-16 11:16:27.189000+02:00;notification
8383;case_52;Confirmation;Booking Confirmed;Confirmation_88;receive;Customer;2021-06-16 11:16:31.540000+02:00;notification
8484;case_55;Offer;Check Travel Offer;Offer_90;receive;Customer;2021-06-16 11:16:37.598000+02:00;
8484;case_55;Travel;Book Travel;Travel_91;send;Customer;2021-06-16 11:16:44.882000+02:00;
8484;case_55;Travel;Book Received;Travel_91;send;Customer;2021-06-16 11:16:44.882000+02:00;
8484;case_55;Payment;Pay Travel;Payment_92;send;Customer;2021-06-16 11:16:55.056000+02:00;
8484;case_55;Payment;Payment Received;Payment_92;send;Customer;2021-06-16 11:16:55.056000+02:00;
8484;case_55;Ticket;Ticket Received;Ticket_94;receive;Customer;2021-06-16 11:17:16.553000+02:00;notification
8484;case_55;Confirmation;Booking Confirmed;Confirmation_93;receive;Customer;2021-06-16 11:17:19.453000+02:00;notification
8585;case_58;Offer;Check Travel Offer;Offer_95;receive;Customer;2021-06-16 11:17:23.996000+02:00;
8585;case_58;Offer;Check Travel Offer;Offer_95;receive;Customer;2021-06-16 11:17:30.130000+02:00;
8585;case_58;Offer;Check Travel Offer;Offer_95;receive;Customer;2021-06-16 11:17:35.859000+02:00;
8585;case_58;Travel;Book Travel;Travel_96;send;Customer;2021-06-16 11:17:44.214000+02:00;
8585;case_58;Travel;Book Received;Travel_96;send;Customer;2021-06-16 11:17:44.214000+02:00;
8585;case_58;Payment;Pay Travel;Payment_97;send;Customer;2021-06-16 11:17:56.545000+02:00;
8585;case_58;Payment;Payment Received;Payment_97;send;Customer;2021-06-16 11:17:56.545000+02:00;
8585;case_58;Ticket;Ticket Received;Ticket_99;receive;Customer;2021-06-16 11:18:46.348000+02:00;notification
8585;case_58;Confirmation;Booking Confirmed;Confirmation_98;receive;Customer;2021-06-16 11:18:49.390000+02:00;notification
8686;case_61;Offer;Check Travel Offer;Offer_100;receive;Customer;2021-06-16 11:18:56.349000+02:00;
8686;case_61;Travel;Book Travel;Travel_101;send;Customer;2021-06-16 11:19:00.685000+02:00;
8686;case_61;Travel;Book Received;Travel_101;send;Customer;2021-06-16 11:19:00.685000+02:00;
8686;case_61;Payment;Pay Travel;Payment_102;send;Customer;2021-06-16 11:19:26.840000+02:00;
8686;case_61;Payment;Payment Received;Payment_102;send;Customer;2021-06-16 11:19:26.840000+02:00;
8686;case_61;Ticket;Ticket Received;Ticket_104;receive;Customer;2021-06-16 11:19:32.296000+02:00;notification
8686;case_61;Confirmation;Booking Confirmed;Confirmation_103;receive;Customer;2021-06-16 11:19:41.983000+02:00;notification
8787;case_64;Offer;Check Travel Offer;Offer_105;receive;Customer;2021-06-16 11:19:52.449000+02:00;
8787;case_64;Offer;Check Travel Offer;Offer_105;receive;Customer;2021-06-16 11:19:55.406000+02:00;
8787;case_64;Travel;Book Travel;Travel_106;send;Customer;2021-06-16 11:20:01.154000+02:00;
8787;case_64;Travel;Book Received;Travel_106;send;Customer;2021-06-16 11:20:01.154000+02:00;
8787;case_64;Payment;Pay Travel;Payment_107;send;Customer;2021-06-16 11:20:22.028000+02:00;
8787;case_64;Payment;Payment Received;Payment_107;send;Customer;2021-06-16 11:20:22.028000+02:00;
8787;case_64;Ticket;Ticket Received;Ticket_109;receive;Customer;2021-06-16 11:20:59.623000+02:00;notification
8787;case_64;Confirmation;Booking Confirmed;Confirmation_108;receive;Customer;2021-06-16 11:21:03.187000+02:00;notification
8888;case_67;Offer;Check Travel Offer;Offer_110;receive;Customer;2021-06-16 11:21:17.643000+02:00;
8888;case_67;Travel;Book Travel;Travel_111;send;Customer;2021-06-16 11:21:28.824000+02:00;
8888;case_67;Travel;Book Received;Travel_111;send;Customer;2021-06-16 11:21:28.824000+02:00;
8888;case_67;Payment;Pay Travel;Payment_112;send;Customer;2021-06-16 11:21:49.997000+02:00;
8888;case_67;Payment;Payment Received;Payment_112;send;Customer;2021-06-16 11:21:49.997000+02:00;
8888;case_67;Ticket;Ticket Received;Ticket_114;receive;Customer;2021-06-16 11:22:19.928000+02:00;notification
8888;case_67;Confirmation;Booking Confirmed;Confirmation_113;receive;Customer;2021-06-16 11:22:20.538000+02:00;notification
8989;case_7;Offer;Check Travel Offer;Offer_10;receive;Customer;2021-06-16 10:59:35.575000+02:00;
8989;case_7;Travel;Book Travel;Travel_11;send;Customer;2021-06-16 10:59:42.031000+02:00;
8989;case_7;Travel;Book Received;Travel_11;send;Customer;2021-06-16 10:59:42.031000+02:00;
8989;case_7;Payment;Pay Travel;Payment_12;send;Customer;2021-06-16 10:59:47.263000+02:00;
8989;case_7;Payment;Payment Received;Payment_12;send;Customer;2021-06-16 10:59:47.263000+02:00;
8989;case_7;Ticket;Ticket Received;Ticket_14;receive;Customer;2021-06-16 11:00:19.977000+02:00;notification
8989;case_7;Confirmation;Booking Confirmed;Confirmation_13;receive;Customer;2021-06-16 11:00:20.891000+02:00;notification
9090;case_70;Offer;Check Travel Offer;Offer_115;receive;Customer;2021-06-16 11:22:22.715000+02:00;
9090;case_70;Travel;Book Travel;Travel_116;send;Customer;2021-06-16 11:22:30.145000+02:00;
9090;case_70;Travel;Book Received;Travel_116;send;Customer;2021-06-16 11:22:30.145000+02:00;
9090;case_70;Payment;Pay Travel;Payment_117;send;Customer;2021-06-16 11:22:39.364000+02:00;
9090;case_70;Payment;Payment Received;Payment_117;send;Customer;2021-06-16 11:22:39.364000+02:00;
9090;case_70;Ticket;Ticket Received;Ticket_119;receive;Customer;2021-06-16 11:23:06.528000+02:00;notification
9090;case_70;Confirmation;Booking Confirmed;Confirmation_118;receive;Customer;2021-06-16 11:23:10.676000+02:00;notification
9191;case_73;Offer;Check Travel Offer;Offer_120;receive;Customer;2021-06-16 11:23:21.259000+02:00;
9191;case_73;Travel;Book Travel;Travel_121;send;Customer;2021-06-16 11:23:25.984000+02:00;
9191;case_73;Travel;Book Received;Travel_121;send;Customer;2021-06-16 11:23:25.984000+02:00;
9191;case_73;Payment;Pay Travel;Payment_122;send;Customer;2021-06-16 11:23:39.416000+02:00;
9191;case_73;Payment;Payment Received;Payment_122;send;Customer;2021-06-16 11:23:39.416000+02:00;
9191;case_73;Ticket;Ticket Received;Ticket_124;receive;Customer;2021-06-16 11:24:14.685000+02:00;notification
9191;case_73;Confirmation;Booking Confirmed;Confirmation_123;receive;Customer;2021-06-16 11:24:15.120000+02:00;notification
9292;case_76;Offer;Check Travel Offer;Offer_125;receive;Customer;2021-06-16 11:24:17.783000+02:00;
9292;case_76;Offer;Check Travel Offer;Offer_125;receive;Customer;2021-06-16 11:24:34.706000+02:00;
9292;case_76;Travel;Book Travel;Travel_126;send;Customer;2021-06-16 11:24:37.962000+02:00;
9292;case_76;Travel;Book Received;Travel_126;send;Customer;2021-06-16 11:24:37.962000+02:00;
9292;case_76;Payment;Pay Travel;Payment_127;send;Customer;2021-06-16 11:24:42.330000+02:00;
9292;case_76;Payment;Payment Received;Payment_127;send;Customer;2021-06-16 11:24:42.330000+02:00;
9292;case_76;Ticket;Ticket Received;Ticket_129;receive;Customer;2021-06-16 11:24:55.706000+02:00;notification
9292;case_76;Confirmation;Booking Confirmed;Confirmation_128;receive;Customer;2021-06-16 11:25:03.258000+02:00;notification
9393;case_79;Offer;Check Travel Offer;Offer_130;receive;Customer;2021-06-16 11:25:05.337000+02:00;
9393;case_79;Offer;Check Travel Offer;Offer_130;receive;Customer;2021-06-16 11:25:13.190000+02:00;
9393;case_79;Offer;Check Travel Offer;Offer_130;receive;Customer;2021-06-16 11:25:17.799000+02:00;
9393;case_79;Travel;Book Travel;Travel_131;send;Customer;2021-06-16 11:25:24.421000+02:00;
9393;case_79;Travel;Book Received;Travel_131;send;Customer;2021-06-16 11:25:24.421000+02:00;
9393;case_79;Payment;Pay Travel;Payment_132;send;Customer;2021-06-16 11:25:36.006000+02:00;
9393;case_79;Payment;Payment Received;Payment_132;send;Customer;2021-06-16 11:25:36.006000+02:00;
9393;case_79;Ticket;Ticket Received;Ticket_134;receive;Customer;2021-06-16 11:26:19.433000+02:00;notification
9393;case_79;Confirmation;Booking Confirmed;Confirmation_133;receive;Customer;2021-06-16 11:26:20.398000+02:00;notification
9494;case_82;Offer;Check Travel Offer;Offer_135;receive;Customer;2021-06-16 11:26:33.193000+02:00;
9494;case_82;Travel;Book Travel;Travel_136;send;Customer;2021-06-16 11:26:48.477000+02:00;
9494;case_82;Travel;Book Received;Travel_136;send;Customer;2021-06-16 11:26:48.477000+02:00;
9494;case_82;Payment;Pay Travel;Payment_137;send;Customer;2021-06-16 11:26:50.815000+02:00;
9494;case_82;Payment;Payment Received;Payment_137;send;Customer;2021-06-16 11:26:50.815000+02:00;
9494;case_82;Ticket;Ticket Received;Ticket_139;receive;Customer;2021-06-16 11:27:33.573000+02:00;notification
9494;case_82;Confirmation;Booking Confirmed;Confirmation_138;receive;Customer;2021-06-16 11:27:39.231000+02:00;notification
9595;case_85;Offer;Check Travel Offer;Offer_140;receive;Customer;2021-06-16 11:28:00.527000+02:00;
9595;case_85;Offer;Check Travel Offer;Offer_140;receive;Customer;2021-06-16 11:28:18.795000+02:00;
9595;case_85;Travel;Book Travel;Travel_141;send;Customer;2021-06-16 11:28:19.906000+02:00;
9595;case_85;Travel;Book Received;Travel_141;send;Customer;2021-06-16 11:28:19.906000+02:00;
9595;case_85;Payment;Pay Travel;Payment_142;send;Customer;2021-06-16 11:28:25.786000+02:00;
9595;case_85;Payment;Payment Received;Payment_142;send;Customer;2021-06-16 11:28:25.786000+02:00;
9595;case_85;Ticket;Ticket Received;Ticket_144;receive;Customer;2021-06-16 11:28:49.225000+02:00;notification
9595;case_85;Confirmation;Booking Confirmed;Confirmation_143;receive;Customer;2021-06-16 11:28:56.299000+02:00;notification
9696;case_88;Offer;Check Travel Offer;Offer_145;receive;Customer;2021-06-16 11:29:22.261000+02:00;
9696;case_88;Travel;Book Travel;Travel_146;send;Customer;2021-06-16 11:29:35.318000+02:00;
9696;case_88;Travel;Book Received;Travel_146;send;Customer;2021-06-16 11:29:35.318000+02:00;
9696;case_88;Payment;Pay Travel;Payment_147;send;Customer;2021-06-16 11:29:42.855000+02:00;
9696;case_88;Payment;Payment Received;Payment_147;send;Customer;2021-06-16 11:29:42.855000+02:00;
9696;case_88;Ticket;Ticket Received;Ticket_149;receive;Customer;2021-06-16 11:29:53.160000+02:00;notification
9696;case_88;Confirmation;Booking Confirmed;Confirmation_148;receive;Customer;2021-06-16 11:29:53.881000+02:00;notification
9797;case_91;Offer;Check Travel Offer;Offer_150;receive;Customer;2021-06-16 11:30:04.826000+02:00;
9797;case_91;Offer;Check Travel Offer;Offer_150;receive;Customer;2021-06-16 11:30:20.319000+02:00;
9797;case_91;Offer;Check Travel Offer;Offer_150;receive;Customer;2021-06-16 11:30:38.345000+02:00;
9797;case_91;Offer;Check Travel Offer;Offer_150;receive;Customer;2021-06-16 11:30:45.712000+02:00;
9797;case_91;Travel;Book Travel;Travel_151;send;Customer;2021-06-16 11:30:48.529000+02:00;
9797;case_91;Travel;Book Received;Travel_151;send;Customer;2021-06-16 11:30:48.529000+02:00;
9797;case_91;Payment;Pay Travel;Payment_152;send;Customer;2021-06-16 11:30:55.582000+02:00;
9797;case_91;Payment;Payment Received;Payment_152;send;Customer;2021-06-16 11:30:55.582000+02:00;
9797;case_91;Ticket;Ticket Received;Ticket_154;receive;Customer;2021-06-16 11:31:47.985000+02:00;notification
9797;case_91;Confirmation;Booking Confirmed;Confirmation_153;receive;Customer;2021-06-16 11:31:49.586000+02:00;notification
9898;case_94;Offer;Check Travel Offer;Offer_155;receive;Customer;2021-06-16 11:31:51.811000+02:00;
9898;case_94;Offer;Check Travel Offer;Offer_155;receive;Customer;2021-06-16 11:31:56.796000+02:00;
9898;case_94;Offer;Check Travel Offer;Offer_155;receive;Customer;2021-06-16 11:32:06.725000+02:00;
9898;case_94;Travel;Book Travel;Travel_156;send;Customer;2021-06-16 11:32:09.329000+02:00;
9898;case_94;Travel;Book Received;Travel_156;send;Customer;2021-06-16 11:32:09.329000+02:00;
9898;case_94;Payment;Pay Travel;Payment_157;send;Customer;2021-06-16 11:32:26.696000+02:00;
9898;case_94;Payment;Payment Received;Payment_157;send;Customer;2021-06-16 11:32:26.696000+02:00;
9898;case_94;Ticket;Ticket Received;Ticket_159;receive;Customer;2021-06-16 11:33:16.117000+02:00;notification
9898;case_94;Confirmation;Booking Confirmed;Confirmation_158;receive;Customer;2021-06-16 11:33:17.276000+02:00;notification
9999;case_97;Offer;Check Travel Offer;Offer_160;receive;Customer;2021-06-16 11:33:22.550000+02:00;
9999;case_97;Travel;Book Travel;Travel_161;send;Customer;2021-06-16 11:33:26.082000+02:00;
9999;case_97;Travel;Book Received;Travel_161;send;Customer;2021-06-16 11:33:26.082000+02:00;
9999;case_97;Payment;Pay Travel;Payment_162;send;Customer;2021-06-16 11:33:32.662000+02:00;
9999;case_97;Payment;Payment Received;Payment_162;send;Customer;2021-06-16 11:33:32.662000+02:00;
9999;case_97;Ticket;Ticket Received;Ticket_164;receive;Customer;2021-06-16 11:34:19.668000+02:00;notification
9999;case_97;Confirmation;Booking Confirmed;Confirmation_163;receive;Customer;2021-06-16 11:34:22.349000+02:00;notification
00;case_0;Offer;Make Travel Offer;Offer_0;send;TravelAgency;2021-06-16 10:56:49.356000+02:00;
00;case_0;Offer;Check Travel Offer;Offer_0;send;TravelAgency;2021-06-16 10:56:49.356000+02:00;
00;case_0;Offer;Make Travel Offer;Offer_0;send;TravelAgency;2021-06-16 10:56:50.024000+02:00;
00;case_0;Offer;Check Travel Offer;Offer_0;send;TravelAgency;2021-06-16 10:56:50.024000+02:00;
00;case_0;Offer;Make Travel Offer;Offer_0;send;TravelAgency;2021-06-16 10:56:57.155000+02:00;
00;case_0;Offer;Check Travel Offer;Offer_0;send;TravelAgency;2021-06-16 10:56:57.155000+02:00;
00;case_0;Offer;Make Travel Offer;Offer_0;send;TravelAgency;2021-06-16 10:56:58.006000+02:00;
00;case_0;Offer;Check Travel Offer;Offer_0;send;TravelAgency;2021-06-16 10:56:58.006000+02:00;
00;case_0;Offer;Make Travel Offer;Offer_0;send;TravelAgency;2021-06-16 10:57:06.233000+02:00;
00;case_0;Offer;Check Travel Offer;Offer_0;send;TravelAgency;2021-06-16 10:57:06.233000+02:00;
00;case_0;Travel;Book Received;Travel_1;receive;TravelAgency;2021-06-16 10:57:24.381000+02:00;notification
00;case_0;Payment;Payment Received;Payment_2;receive;TravelAgency;2021-06-16 10:57:24.875000+02:00;notification
00;case_0;Confirmation;Confirm Booking;Confirmation_3;send;TravelAgency;2021-06-16 10:57:25.757000+02:00;
00;case_0;Confirmation;Booking Confirmed;Confirmation_3;send;TravelAgency;2021-06-16 10:57:25.757000+02:00;
00;case_0;Ticket;Order Ticket;Ticket_4;send;TravelAgency;2021-06-16 10:57:27.739000+02:00;
00;case_0;Ticket;Ticket Received;Ticket_4;send;TravelAgency;2021-06-16 10:57:27.739000+02:00;
11;case_102;Offer;Make Travel Offer;Offer_170;send;TravelAgency;2021-06-16 11:36:04.517000+02:00;
11;case_102;Offer;Check Travel Offer;Offer_170;send;TravelAgency;2021-06-16 11:36:04.517000+02:00;
11;case_102;Offer;Make Travel Offer;Offer_170;send;TravelAgency;2021-06-16 11:36:15.512000+02:00;
11;case_102;Offer;Check Travel Offer;Offer_170;send;TravelAgency;2021-06-16 11:36:15.512000+02:00;
11;case_102;Travel;Book Received;Travel_171;receive;TravelAgency;2021-06-16 11:36:25.871000+02:00;notification
11;case_102;Offer;Make Travel Offer;Offer_170;send;TravelAgency;2021-06-16 11:36:34.470000+02:00;
11;case_102;Offer;Check Travel Offer;Offer_170;send;TravelAgency;2021-06-16 11:36:34.470000+02:00;
11;case_102;Payment;Payment Received;Payment_172;receive;TravelAgency;2021-06-16 11:36:38.470000+02:00;notification
11;case_102;Confirmation;Confirm Booking;Confirmation_173;send;TravelAgency;2021-06-16 11:36:40.756000+02:00;
11;case_102;Confirmation;Booking Confirmed;Confirmation_173;send;TravelAgency;2021-06-16 11:36:40.756000+02:00;
11;case_102;Ticket;Order Ticket;Ticket_174;send;TravelAgency;2021-06-16 11:36:47.706000+02:00;
11;case_102;Ticket;Ticket Received;Ticket_174;send;TravelAgency;2021-06-16 11:36:47.706000+02:00;
22;case_105;Offer;Make Travel Offer;Offer_175;send;TravelAgency;2021-06-16 11:37:03.868000+02:00;
22;case_105;Offer;Check Travel Offer;Offer_175;send;TravelAgency;2021-06-16 11:37:03.868000+02:00;
22;case_105;Offer;Make Travel Offer;Offer_175;send;TravelAgency;2021-06-16 11:37:17.902000+02:00;
22;case_105;Offer;Check Travel Offer;Offer_175;send;TravelAgency;2021-06-16 11:37:17.902000+02:00;
22;case_105;Travel;Book Received;Travel_176;receive;TravelAgency;2021-06-16 11:37:24.891000+02:00;notification
22;case_105;Offer;Make Travel Offer;Offer_175;send;TravelAgency;2021-06-16 11:37:36.599000+02:00;
22;case_105;Offer;Check Travel Offer;Offer_175;send;TravelAgency;2021-06-16 11:37:36.599000+02:00;
22;case_105;Payment;Payment Received;Payment_177;receive;TravelAgency;2021-06-16 11:37:43.739000+02:00;notification
22;case_105;Offer;Make Travel Offer;Offer_175;send;TravelAgency;2021-06-16 11:37:55.402000+02:00;
22;case_105;Offer;Check Travel Offer;Offer_175;send;TravelAgency;2021-06-16 11:37:55.402000+02:00;
22;case_105;Confirmation;Confirm Booking;Confirmation_178;send;TravelAgency;2021-06-16 11:37:57.426000+02:00;
22;case_105;Confirmation;Booking Confirmed;Confirmation_178;send;TravelAgency;2021-06-16 11:37:57.426000+02:00;
22;case_105;Ticket;Order Ticket;Ticket_179;send;TravelAgency;2021-06-16 11:38:06.087000+02:00;
22;case_105;Ticket;Ticket Received;Ticket_179;send;TravelAgency;2021-06-16 11:38:06.087000+02:00;
22;case_105;Offer;Make Travel Offer;Offer_175;send;TravelAgency;2021-06-16 11:38:09.980000+02:00;
22;case_105;Offer;Check Travel Offer;Offer_175;send;TravelAgency;2021-06-16 11:38:09.980000+02:00;
33;case_108;Offer;Make Travel Offer;Offer_180;send;TravelAgency;2021-06-16 11:38:21.929000+02:00;
33;case_108;Offer;Check Travel Offer;Offer_180;send;TravelAgency;2021-06-16 11:38:21.929000+02:00;
33;case_108;Offer;Make Travel Offer;Offer_180;send;TravelAgency;2021-06-16 11:38:28.360000+02:00;
33;case_108;Offer;Check Travel Offer;Offer_180;send;TravelAgency;2021-06-16 11:38:28.360000+02:00;
33;case_108;Offer;Make Travel Offer;Offer_180;send;TravelAgency;2021-06-16 11:38:33.085000+02:00;
33;case_108;Offer;Check Travel Offer;Offer_180;send;TravelAgency;2021-06-16 11:38:33.085000+02:00;
33;case_108;Offer;Make Travel Offer;Offer_180;send;TravelAgency;2021-06-16 11:38:44.377000+02:00;
33;case_108;Offer;Check Travel Offer;Offer_180;send;TravelAgency;2021-06-16 11:38:44.377000+02:00;
33;case_108;Travel;Book Received;Travel_181;receive;TravelAgency;2021-06-16 11:39:01.423000+02:00;notification
33;case_108;Payment;Payment Received;Payment_182;receive;TravelAgency;2021-06-16 11:39:08.541000+02:00;notification
33;case_108;Offer;Make Travel Offer;Offer_180;send;TravelAgency;2021-06-16 11:39:16.400000+02:00;
33;case_108;Offer;Check Travel Offer;Offer_180;send;TravelAgency;2021-06-16 11:39:16.400000+02:00;
33;case_108;Confirmation;Confirm Booking;Confirmation_183;send;TravelAgency;2021-06-16 11:39:18.692000+02:00;
33;case_108;Confirmation;Booking Confirmed;Confirmation_183;send;TravelAgency;2021-06-16 11:39:18.692000+02:00;
33;case_108;Ticket;Order Ticket;Ticket_184;send;TravelAgency;2021-06-16 11:39:23.146000+02:00;
33;case_108;Ticket;Ticket Received;Ticket_184;send;TravelAgency;2021-06-16 11:39:23.146000+02:00;
44;case_111;Offer;Make Travel Offer;Offer_185;send;TravelAgency;2021-06-16 11:39:34.030000+02:00;
44;case_111;Offer;Check Travel Offer;Offer_185;send;TravelAgency;2021-06-16 11:39:34.030000+02:00;
44;case_111;Offer;Make Travel Offer;Offer_185;send;TravelAgency;2021-06-16 11:39:38.398000+02:00;
44;case_111;Offer;Check Travel Offer;Offer_185;send;TravelAgency;2021-06-16 11:39:38.398000+02:00;
44;case_111;Travel;Book Received;Travel_186;receive;TravelAgency;2021-06-16 11:39:57.292000+02:00;notification
44;case_111;Offer;Make Travel Offer;Offer_185;send;TravelAgency;2021-06-16 11:40:02.888000+02:00;
44;case_111;Offer;Check Travel Offer;Offer_185;send;TravelAgency;2021-06-16 11:40:02.888000+02:00;
44;case_111;Payment;Payment Received;Payment_187;receive;TravelAgency;2021-06-16 11:40:02.929000+02:00;notification
44;case_111;Confirmation;Confirm Booking;Confirmation_188;send;TravelAgency;2021-06-16 11:40:06.053000+02:00;
44;case_111;Confirmation;Booking Confirmed;Confirmation_188;send;TravelAgency;2021-06-16 11:40:06.053000+02:00;
44;case_111;Ticket;Order Ticket;Ticket_189;send;TravelAgency;2021-06-16 11:40:06.627000+02:00;
44;case_111;Ticket;Ticket Received;Ticket_189;send;TravelAgency;2021-06-16 11:40:06.627000+02:00;
55;case_114;Offer;Make Travel Offer;Offer_190;send;TravelAgency;2021-06-16 11:40:20.587000+02:00;
55;case_114;Offer;Check Travel Offer;Offer_190;send;TravelAgency;2021-06-16 11:40:20.587000+02:00;
55;case_114;Offer;Make Travel Offer;Offer_190;send;TravelAgency;2021-06-16 11:40:41.744000+02:00;
55;case_114;Offer;Check Travel Offer;Offer_190;send;TravelAgency;2021-06-16 11:40:41.744000+02:00;
55;case_114;Travel;Book Received;Travel_191;receive;TravelAgency;2021-06-16 11:40:49.580000+02:00;notification
