id_new;IdCase;time:timestamp;msgInstanceId;msgType;org:group;concept:name;eventType;msgFlow
5050;case_281;2021-06-16 17:09:44.542000+02:00;card_283;receive;Visitor;Card received?;notification;card
5050;case_281;2021-06-16 17:09:48.497000+02:00;;;Visitor;Go home;;
5151;case_285;2021-06-16 17:09:49.080000+02:00;;;Visitor;Decide individual or family ticket;;
5151;case_285;2021-06-16 17:09:53.372000+02:00;;;Visitor;Prepare personal information;;
5151;case_285;2021-06-16 17:09:56.011000+02:00;info_286;send;Visitor;Send information to the ZooClub department;;info
5151;case_285;2021-06-16 17:10:10.269000+02:00;;;Visitor;Wait for card;;
5151;case_285;2021-06-16 17:10:56.803000+02:00;card_287;receive;Visitor;Card received?;notification;card
5151;case_285;2021-06-16 17:10:59.361000+02:00;;;Visitor;Go home;;
5252;case_289;2021-06-16 17:11:03.612000+02:00;;;Visitor;Decide individual or family ticket;;
5252;case_289;2021-06-16 17:11:04.891000+02:00;;;Visitor;Prepare personal information;;
5252;case_289;2021-06-16 17:11:05.956000+02:00;info_290;send;Visitor;Send information to the ZooClub department;;info
5252;case_289;2021-06-16 17:11:06.509000+02:00;;;Visitor;Wait for card;;
5252;case_289;2021-06-16 17:11:55.551000+02:00;card_291;receive;Visitor;Card received?;notification;card
5252;case_289;2021-06-16 17:11:58.323000+02:00;;;Visitor;Go home;;
5353;case_29;2021-06-16 15:53:15.198000+02:00;;;Visitor;Decide individual or family ticket;;
5353;case_29;2021-06-16 15:53:18.826000+02:00;;;Visitor;Prepare personal information;;
5353;case_29;2021-06-16 15:53:19.326000+02:00;info_30;send;Visitor;Send information to the ZooClub department;;info
5353;case_29;2021-06-16 15:53:32.753000+02:00;;;Visitor;Wait for card;;
5353;case_29;2021-06-16 15:54:15.991000+02:00;card_31;receive;Visitor;Card received?;notification;card
5353;case_29;2021-06-16 15:54:21.460000+02:00;;;Visitor;Go home;;
5454;case_293;2021-06-16 17:12:02.183000+02:00;;;Visitor;Decide individual or family ticket;;
5454;case_293;2021-06-16 17:12:03.115000+02:00;;;Visitor;Prepare personal information;;
5454;case_293;2021-06-16 17:12:05.999000+02:00;info_294;send;Visitor;Send information to the ZooClub department;;info
5454;case_293;2021-06-16 17:12:17.345000+02:00;;;Visitor;Wait for card;;
5454;case_293;2021-06-16 17:12:49.981000+02:00;card_295;receive;Visitor;Card received?;notification;card
5454;case_293;2021-06-16 17:12:55.252000+02:00;;;Visitor;Go home;;
5555;case_297;2021-06-16 17:12:58.724000+02:00;;;Visitor;Decide individual or family ticket;;
5555;case_297;2021-06-16 17:12:59.269000+02:00;;;Visitor;Prepare family's information;;
5555;case_297;2021-06-16 17:13:02.569000+02:00;info_298;send;Visitor;Send information to the ZooClub department;;info
5555;case_297;2021-06-16 17:13:09.010000+02:00;;;Visitor;Wait for card;;
5555;case_297;2021-06-16 17:14:15.908000+02:00;card_299;receive;Visitor;Card received?;notification;card
5555;case_297;2021-06-16 17:14:17.973000+02:00;;;Visitor;Go home;;
5656;case_301;2021-06-16 17:14:20.626000+02:00;;;Visitor;Decide individual or family ticket;;
5656;case_301;2021-06-16 17:14:22.502000+02:00;;;Visitor;Prepare personal information;;
5656;case_301;2021-06-16 17:14:23.254000+02:00;info_302;send;Visitor;Send information to the ZooClub department;;info
5656;case_301;2021-06-16 17:14:44.145000+02:00;;;Visitor;Wait for card;;
5656;case_301;2021-06-16 17:15:25.880000+02:00;card_303;receive;Visitor;Card received?;notification;card
5656;case_301;2021-06-16 17:15:30.895000+02:00;;;Visitor;Go home;;
5757;case_305;2021-06-16 17:15:34.843000+02:00;;;Visitor;Decide individual or family ticket;;
5757;case_305;2021-06-16 17:15:37.394000+02:00;;;Visitor;Prepare family's information;;
5757;case_305;2021-06-16 17:15:38.996000+02:00;info_306;send;Visitor;Send information to the ZooClub department;;info
5757;case_305;2021-06-16 17:15:45.902000+02:00;;;Visitor;Wait for card;;
5757;case_305;2021-06-16 17:16:25.871000+02:00;card_307;receive;Visitor;Card received?;notification;card
5757;case_305;2021-06-16 17:16:35.560000+02:00;;;Visitor;Go home;;
5858;case_309;2021-06-16 17:16:39.993000+02:00;;;Visitor;Decide individual or family ticket;;
5858;case_309;2021-06-16 17:16:43.671000+02:00;;;Visitor;Prepare family's information;;
5858;case_309;2021-06-16 17:16:48.571000+02:00;info_310;send;Visitor;Send information to the ZooClub department;;info
5858;case_309;2021-06-16 17:16:48.878000+02:00;;;Visitor;Wait for card;;
5858;case_309;2021-06-16 17:17:25.718000+02:00;card_311;receive;Visitor;Card received?;notification;card
5858;case_309;2021-06-16 17:17:37.058000+02:00;;;Visitor;Go home;;
5959;case_313;2021-06-16 17:17:38.084000+02:00;;;Visitor;Decide individual or family ticket;;
5959;case_313;2021-06-16 17:17:38.120000+02:00;;;Visitor;Prepare family's information;;
5959;case_313;2021-06-16 17:17:39.120000+02:00;info_314;send;Visitor;Send information to the ZooClub department;;info
5959;case_313;2021-06-16 17:17:44.204000+02:00;;;Visitor;Wait for card;;
5959;case_313;2021-06-16 17:18:34.369000+02:00;card_315;receive;Visitor;Card received?;notification;card
5959;case_313;2021-06-16 17:18:43.836000+02:00;;;Visitor;Go home;;
6060;case_317;2021-06-16 17:18:45.641000+02:00;;;Visitor;Decide individual or family ticket;;
6060;case_317;2021-06-16 17:18:50.509000+02:00;;;Visitor;Prepare family's information;;
6060;case_317;2021-06-16 17:18:53.441000+02:00;info_318;send;Visitor;Send information to the ZooClub department;;info
6060;case_317;2021-06-16 17:19:03.735000+02:00;;;Visitor;Wait for card;;
6060;case_317;2021-06-16 17:20:01.365000+02:00;card_319;receive;Visitor;Card received?;notification;card
6060;case_317;2021-06-16 17:20:02.833000+02:00;;;Visitor;Go home;;
6161;case_321;2021-06-16 17:20:05.451000+02:00;;;Visitor;Decide individual or family ticket;;
6161;case_321;2021-06-16 17:20:07.542000+02:00;;;Visitor;Prepare personal information;;
6161;case_321;2021-06-16 17:20:09.679000+02:00;info_322;send;Visitor;Send information to the ZooClub department;;info
6161;case_321;2021-06-16 17:20:41.966000+02:00;;;Visitor;Wait for card;;
6161;case_321;2021-06-16 17:21:23.518000+02:00;card_323;receive;Visitor;Card received?;notification;card
6161;case_321;2021-06-16 17:21:34.872000+02:00;;;Visitor;Go home;;
6262;case_325;2021-06-16 17:21:36.166000+02:00;;;Visitor;Decide individual or family ticket;;
6262;case_325;2021-06-16 17:21:37.840000+02:00;;;Visitor;Prepare personal information;;
6262;case_325;2021-06-16 17:21:42.637000+02:00;info_326;send;Visitor;Send information to the ZooClub department;;info
6262;case_325;2021-06-16 17:21:49.099000+02:00;;;Visitor;Wait for card;;
6262;case_325;2021-06-16 17:22:27.355000+02:00;card_327;receive;Visitor;Card received?;notification;card
6262;case_325;2021-06-16 17:22:32.061000+02:00;;;Visitor;Go home;;
6363;case_329;2021-06-16 17:22:35.054000+02:00;;;Visitor;Decide individual or family ticket;;
6363;case_329;2021-06-16 17:22:37.419000+02:00;;;Visitor;Prepare personal information;;
6363;case_329;2021-06-16 17:22:40.026000+02:00;info_330;send;Visitor;Send information to the ZooClub department;;info
6363;case_329;2021-06-16 17:22:45.594000+02:00;;;Visitor;Wait for card;;
6363;case_329;2021-06-16 17:23:22.692000+02:00;card_331;receive;Visitor;Card received?;notification;card
6363;case_329;2021-06-16 17:23:26.085000+02:00;;;Visitor;Go home;;
6464;case_33;2021-06-16 15:54:22.935000+02:00;;;Visitor;Decide individual or family ticket;;
6464;case_33;2021-06-16 15:54:25.040000+02:00;;;Visitor;Prepare family's information;;
6464;case_33;2021-06-16 15:54:29.071000+02:00;info_34;send;Visitor;Send information to the ZooClub department;;info
6464;case_33;2021-06-16 15:54:35.211000+02:00;;;Visitor;Wait for card;;
6464;case_33;2021-06-16 15:55:34.865000+02:00;card_35;receive;Visitor;Card received?;notification;card
6464;case_33;2021-06-16 15:55:42.014000+02:00;;;Visitor;Go home;;
6565;case_333;2021-06-16 17:23:27.741000+02:00;;;Visitor;Decide individual or family ticket;;
6565;case_333;2021-06-16 17:23:30.577000+02:00;;;Visitor;Prepare personal information;;
6565;case_333;2021-06-16 17:23:34.130000+02:00;info_334;send;Visitor;Send information to the ZooClub department;;info
6565;case_333;2021-06-16 17:23:37.167000+02:00;;;Visitor;Wait for card;;
6565;case_333;2021-06-16 17:24:40.936000+02:00;card_335;receive;Visitor;Card received?;notification;card
6565;case_333;2021-06-16 17:24:44.111000+02:00;;;Visitor;Go home;;
6666;case_337;2021-06-16 17:24:44.610000+02:00;;;Visitor;Decide individual or family ticket;;
6666;case_337;2021-06-16 17:24:45.693000+02:00;;;Visitor;Prepare personal information;;
6666;case_337;2021-06-16 17:24:46.172000+02:00;info_338;send;Visitor;Send information to the ZooClub department;;info
6666;case_337;2021-06-16 17:24:46.417000+02:00;;;Visitor;Wait for card;;
6666;case_337;2021-06-16 17:25:38.385000+02:00;card_339;receive;Visitor;Card received?;notification;card
6666;case_337;2021-06-16 17:25:43.172000+02:00;;;Visitor;Go home;;
6767;case_341;2021-06-16 17:25:45.200000+02:00;;;Visitor;Decide individual or family ticket;;
6767;case_341;2021-06-16 17:25:48.439000+02:00;;;Visitor;Prepare personal information;;
6767;case_341;2021-06-16 17:25:52.777000+02:00;info_342;send;Visitor;Send information to the ZooClub department;;info
6767;case_341;2021-06-16 17:26:15.490000+02:00;;;Visitor;Wait for card;;
6767;case_341;2021-06-16 17:26:46.415000+02:00;card_343;receive;Visitor;Card received?;notification;card
6767;case_341;2021-06-16 17:26:51.210000+02:00;;;Visitor;Go home;;
6868;case_345;2021-06-16 17:26:51.943000+02:00;;;Visitor;Decide individual or family ticket;;
6868;case_345;2021-06-16 17:26:55.575000+02:00;;;Visitor;Prepare family's information;;
6868;case_345;2021-06-16 17:26:57.195000+02:00;info_346;send;Visitor;Send information to the ZooClub department;;info
6868;case_345;2021-06-16 17:27:08.447000+02:00;;;Visitor;Wait for card;;
6868;case_345;2021-06-16 17:28:19+02:00;card_347;receive;Visitor;Card received?;notification;card
6868;case_345;2021-06-16 17:28:23.081000+02:00;;;Visitor;Go home;;
6969;case_349;2021-06-16 17:28:23.941000+02:00;;;Visitor;Decide individual or family ticket;;
6969;case_349;2021-06-16 17:28:28.379000+02:00;;;Visitor;Prepare personal information;;
6969;case_349;2021-06-16 17:28:30.512000+02:00;info_350;send;Visitor;Send information to the ZooClub department;;info
6969;case_349;2021-06-16 17:28:36.512000+02:00;;;Visitor;Wait for card;;
6969;case_349;2021-06-16 17:29:21.233000+02:00;card_351;receive;Visitor;Card received?;notification;card
6969;case_349;2021-06-16 17:29:24.986000+02:00;;;Visitor;Go home;;
7070;case_353;2021-06-16 17:29:25.270000+02:00;;;Visitor;Decide individual or family ticket;;
7070;case_353;2021-06-16 17:29:29.740000+02:00;;;Visitor;Prepare personal information;;
7070;case_353;2021-06-16 17:29:32.135000+02:00;info_354;send;Visitor;Send information to the ZooClub department;;info
7070;case_353;2021-06-16 17:29:44.050000+02:00;;;Visitor;Wait for card;;
7070;case_353;2021-06-16 17:30:33.131000+02:00;card_355;receive;Visitor;Card received?;notification;card
7070;case_353;2021-06-16 17:30:37.842000+02:00;;;Visitor;Go home;;
7171;case_357;2021-06-16 17:30:40.946000+02:00;;;Visitor;Decide individual or family ticket;;
7171;case_357;2021-06-16 17:30:41.255000+02:00;;;Visitor;Prepare family's information;;
7171;case_357;2021-06-16 17:30:44.484000+02:00;info_358;send;Visitor;Send information to the ZooClub department;;info
7171;case_357;2021-06-16 17:30:56.687000+02:00;;;Visitor;Wait for card;;
7171;case_357;2021-06-16 17:31:51.466000+02:00;card_359;receive;Visitor;Card received?;notification;card
7171;case_357;2021-06-16 17:31:54.839000+02:00;;;Visitor;Go home;;
7272;case_361;2021-06-16 17:31:55.078000+02:00;;;Visitor;Decide individual or family ticket;;
7272;case_361;2021-06-16 17:31:55.513000+02:00;;;Visitor;Prepare personal information;;
7272;case_361;2021-06-16 17:31:58.261000+02:00;info_362;send;Visitor;Send information to the ZooClub department;;info
7272;case_361;2021-06-16 17:32:02.337000+02:00;;;Visitor;Wait for card;;
7272;case_361;2021-06-16 17:32:54.461000+02:00;card_363;receive;Visitor;Card received?;notification;card
7272;case_361;2021-06-16 17:32:57.863000+02:00;;;Visitor;Go home;;
7373;case_365;2021-06-16 17:33:02.197000+02:00;;;Visitor;Decide individual or family ticket;;
7373;case_365;2021-06-16 17:33:03.006000+02:00;;;Visitor;Prepare family's information;;
7373;case_365;2021-06-16 17:33:04.942000+02:00;info_366;send;Visitor;Send information to the ZooClub department;;info
7373;case_365;2021-06-16 17:33:10.482000+02:00;;;Visitor;Wait for card;;
7373;case_365;2021-06-16 17:33:55.605000+02:00;card_367;receive;Visitor;Card received?;notification;card
7373;case_365;2021-06-16 17:34:00.335000+02:00;;;Visitor;Go home;;
7474;case_369;2021-06-16 17:34:02.878000+02:00;;;Visitor;Decide individual or family ticket;;
7474;case_369;2021-06-16 17:34:05.358000+02:00;;;Visitor;Prepare family's information;;
7474;case_369;2021-06-16 17:34:06.703000+02:00;info_370;send;Visitor;Send information to the ZooClub department;;info
7474;case_369;2021-06-16 17:34:14.944000+02:00;;;Visitor;Wait for card;;
7474;case_369;2021-06-16 17:35:11.335000+02:00;card_371;receive;Visitor;Card received?;notification;card
7474;case_369;2021-06-16 17:35:16.221000+02:00;;;Visitor;Go home;;
7575;case_37;2021-06-16 15:55:44.369000+02:00;;;Visitor;Decide individual or family ticket;;
7575;case_37;2021-06-16 15:55:45.764000+02:00;;;Visitor;Prepare personal information;;
7575;case_37;2021-06-16 15:55:48.776000+02:00;info_38;send;Visitor;Send information to the ZooClub department;;info
7575;case_37;2021-06-16 15:55:54.448000+02:00;;;Visitor;Wait for card;;
7575;case_37;2021-06-16 15:56:52.418000+02:00;card_39;receive;Visitor;Card received?;notification;card
7575;case_37;2021-06-16 15:56:59.828000+02:00;;;Visitor;Go home;;
7676;case_373;2021-06-16 17:35:18.553000+02:00;;;Visitor;Decide individual or family ticket;;
7676;case_373;2021-06-16 17:35:23.358000+02:00;;;Visitor;Prepare family's information;;
7676;case_373;2021-06-16 17:35:27.854000+02:00;info_374;send;Visitor;Send information to the ZooClub department;;info
7676;case_373;2021-06-16 17:35:35.930000+02:00;;;Visitor;Wait for card;;
7676;case_373;2021-06-16 17:36:14.735000+02:00;card_375;receive;Visitor;Card received?;notification;card
7676;case_373;2021-06-16 17:36:17.590000+02:00;;;Visitor;Go home;;
7777;case_377;2021-06-16 17:36:18.548000+02:00;;;Visitor;Decide individual or family ticket;;
7777;case_377;2021-06-16 17:36:18.783000+02:00;;;Visitor;Prepare personal information;;
7777;case_377;2021-06-16 17:36:20.954000+02:00;info_378;send;Visitor;Send information to the ZooClub department;;info
7777;case_377;2021-06-16 17:36:23.857000+02:00;;;Visitor;Wait for card;;
7777;case_377;2021-06-16 17:37:13.874000+02:00;card_379;receive;Visitor;Card received?;notification;card
7777;case_377;2021-06-16 17:37:17.434000+02:00;;;Visitor;Go home;;
7878;case_381;2021-06-16 17:37:19.386000+02:00;;;Visitor;Decide individual or family ticket;;
7878;case_381;2021-06-16 17:37:23.054000+02:00;;;Visitor;Prepare family's information;;
7878;case_381;2021-06-16 17:37:24.464000+02:00;info_382;send;Visitor;Send information to the ZooClub department;;info
7878;case_381;2021-06-16 17:37:31.032000+02:00;;;Visitor;Wait for card;;
7878;case_381;2021-06-16 17:38:16.096000+02:00;card_383;receive;Visitor;Card received?;notification;card
7878;case_381;2021-06-16 17:38:22.342000+02:00;;;Visitor;Go home;;
7979;case_385;2021-06-16 17:38:23.364000+02:00;;;Visitor;Decide individual or family ticket;;
7979;case_385;2021-06-16 17:38:28.202000+02:00;;;Visitor;Prepare personal information;;
7979;case_385;2021-06-16 17:38:32.395000+02:00;info_386;send;Visitor;Send information to the ZooClub department;;info
7979;case_385;2021-06-16 17:38:43.118000+02:00;;;Visitor;Wait for card;;
7979;case_385;2021-06-16 17:39:52.598000+02:00;card_387;receive;Visitor;Card received?;notification;card
7979;case_385;2021-06-16 17:39:54.178000+02:00;;;Visitor;Go home;;
8080;case_389;2021-06-16 17:39:57.512000+02:00;;;Visitor;Decide individual or family ticket;;
8080;case_389;2021-06-16 17:40:00.766000+02:00;;;Visitor;Prepare personal information;;
8080;case_389;2021-06-16 17:40:04.356000+02:00;info_390;send;Visitor;Send information to the ZooClub department;;info
8080;case_389;2021-06-16 17:40:12.471000+02:00;;;Visitor;Wait for card;;
8080;case_389;2021-06-16 17:41:09.778000+02:00;card_391;receive;Visitor;Card received?;notification;card
8080;case_389;2021-06-16 17:41:12.769000+02:00;;;Visitor;Go home;;
8181;case_393;2021-06-16 17:41:14.916000+02:00;;;Visitor;Decide individual or family ticket;;
8181;case_393;2021-06-16 17:41:19.877000+02:00;;;Visitor;Prepare personal information;;
8181;case_393;2021-06-16 17:41:24.253000+02:00;info_394;send;Visitor;Send information to the ZooClub department;;info
8181;case_393;2021-06-16 17:41:27.974000+02:00;;;Visitor;Wait for card;;
8181;case_393;2021-06-16 17:42:12.027000+02:00;card_395;receive;Visitor;Card received?;notification;card
8181;case_393;2021-06-16 17:42:12.477000+02:00;;;Visitor;Go home;;
8282;case_397;2021-06-16 17:42:14.349000+02:00;;;Visitor;Decide individual or family ticket;;
8282;case_397;2021-06-16 17:42:14.770000+02:00;;;Visitor;Prepare family's information;;
8282;case_397;2021-06-16 17:42:19.639000+02:00;info_398;send;Visitor;Send information to the ZooClub department;;info
8282;case_397;2021-06-16 17:42:48.427000+02:00;;;Visitor;Wait for card;;
8282;case_397;2021-06-16 17:43:32.962000+02:00;card_399;receive;Visitor;Card received?;notification;card
8282;case_397;2021-06-16 17:43:33.880000+02:00;;;Visitor;Go home;;
8383;case_41;2021-06-16 15:57:01.235000+02:00;;;Visitor;Decide individual or family ticket;;
8383;case_41;2021-06-16 15:57:04.270000+02:00;;;Visitor;Prepare family's information;;
8383;case_41;2021-06-16 15:57:08.148000+02:00;info_42;send;Visitor;Send information to the ZooClub department;;info
8383;case_41;2021-06-16 15:57:37.951000+02:00;;;Visitor;Wait for card;;
8383;case_41;2021-06-16 15:58:25.592000+02:00;card_43;receive;Visitor;Card received?;notification;card
8383;case_41;2021-06-16 15:58:29.968000+02:00;;;Visitor;Go home;;
8484;case_45;2021-06-16 15:58:32.337000+02:00;;;Visitor;Decide individual or family ticket;;
8484;case_45;2021-06-16 15:58:35.227000+02:00;;;Visitor;Prepare personal information;;
8484;case_45;2021-06-16 15:58:38.255000+02:00;info_46;send;Visitor;Send information to the ZooClub department;;info
8484;case_45;2021-06-16 15:58:44.711000+02:00;;;Visitor;Wait for card;;
8484;case_45;2021-06-16 15:59:48.125000+02:00;card_47;receive;Visitor;Card received?;notification;card
8484;case_45;2021-06-16 15:59:57.862000+02:00;;;Visitor;Go home;;
8585;case_49;2021-06-16 15:59:59.027000+02:00;;;Visitor;Decide individual or family ticket;;
8585;case_49;2021-06-16 16:00:00.695000+02:00;;;Visitor;Prepare family's information;;
8585;case_49;2021-06-16 16:00:01.887000+02:00;info_50;send;Visitor;Send information to the ZooClub department;;info
8585;case_49;2021-06-16 16:00:05.305000+02:00;;;Visitor;Wait for card;;
8585;case_49;2021-06-16 16:00:51.986000+02:00;card_51;receive;Visitor;Card received?;notification;card
8585;case_49;2021-06-16 16:00:55.685000+02:00;;;Visitor;Go home;;
8686;case_5;2021-06-16 15:45:48.150000+02:00;;;Visitor;Decide individual or family ticket;;
8686;case_5;2021-06-16 15:45:52.907000+02:00;;;Visitor;Prepare family's information;;
8686;case_5;2021-06-16 15:45:55.190000+02:00;info_6;send;Visitor;Send information to the ZooClub department;;info
8686;case_5;2021-06-16 15:46:08.609000+02:00;;;Visitor;Wait for card;;
8686;case_5;2021-06-16 15:47:01.395000+02:00;card_7;receive;Visitor;Card received?;notification;card
8686;case_5;2021-06-16 15:47:05.314000+02:00;;;Visitor;Go home;;
8787;case_53;2021-06-16 16:00:57.145000+02:00;;;Visitor;Decide individual or family ticket;;
8787;case_53;2021-06-16 16:00:59.152000+02:00;;;Visitor;Prepare family's information;;
8787;case_53;2021-06-16 16:01:00.119000+02:00;info_54;send;Visitor;Send information to the ZooClub department;;info
8787;case_53;2021-06-16 16:01:07.539000+02:00;;;Visitor;Wait for card;;
8787;case_53;2021-06-16 16:02:08.674000+02:00;card_55;receive;Visitor;Card received?;notification;card
8787;case_53;2021-06-16 16:02:12.369000+02:00;;;Visitor;Go home;;
8888;case_57;2021-06-16 16:02:14.561000+02:00;;;Visitor;Decide individual or family ticket;;
8888;case_57;2021-06-16 16:02:15.273000+02:00;;;Visitor;Prepare family's information;;
8888;case_57;2021-06-16 16:02:17.588000+02:00;info_58;send;Visitor;Send information to the ZooClub department;;info
8888;case_57;2021-06-16 16:02:22.258000+02:00;;;Visitor;Wait for card;;
8888;case_57;2021-06-16 16:03:23.978000+02:00;card_59;receive;Visitor;Card received?;notification;card
8888;case_57;2021-06-16 16:03:27.292000+02:00;;;Visitor;Go home;;
8989;case_61;2021-06-16 16:03:29.917000+02:00;;;Visitor;Decide individual or family ticket;;
8989;case_61;2021-06-16 16:03:32.075000+02:00;;;Visitor;Prepare personal information;;
8989;case_61;2021-06-16 16:03:35.696000+02:00;info_62;send;Visitor;Send information to the ZooClub department;;info
8989;case_61;2021-06-16 16:04:01.799000+02:00;;;Visitor;Wait for card;;
8989;case_61;2021-06-16 16:04:53.726000+02:00;card_63;receive;Visitor;Card received?;notification;card
8989;case_61;2021-06-16 16:04:55.942000+02:00;;;Visitor;Go home;;
9090;case_65;2021-06-16 16:04:58.759000+02:00;;;Visitor;Decide individual or family ticket;;
9090;case_65;2021-06-16 16:04:59.562000+02:00;;;Visitor;Prepare family's information;;
9090;case_65;2021-06-16 16:04:59.627000+02:00;info_66;send;Visitor;Send information to the ZooClub department;;info
9090;case_65;2021-06-16 16:05:07.192000+02:00;;;Visitor;Wait for card;;
9090;case_65;2021-06-16 16:05:59.444000+02:00;card_67;receive;Visitor;Card received?;notification;card
9090;case_65;2021-06-16 16:06:03.072000+02:00;;;Visitor;Go home;;
9191;case_69;2021-06-16 16:06:04.600000+02:00;;;Visitor;Decide individual or family ticket;;
9191;case_69;2021-06-16 16:06:05.806000+02:00;;;Visitor;Prepare personal information;;
9191;case_69;2021-06-16 16:06:08.927000+02:00;info_70;send;Visitor;Send information to the ZooClub department;;info
9191;case_69;2021-06-16 16:06:33.109000+02:00;;;Visitor;Wait for card;;
9191;case_69;2021-06-16 16:07:07.640000+02:00;card_71;receive;Visitor;Card received?;notification;card
9191;case_69;2021-06-16 16:07:14.132000+02:00;;;Visitor;Go home;;
9292;case_73;2021-06-16 16:07:17.801000+02:00;;;Visitor;Decide individual or family ticket;;
9292;case_73;2021-06-16 16:07:22.495000+02:00;;;Visitor;Prepare family's information;;
9292;case_73;2021-06-16 16:07:27.197000+02:00;info_74;send;Visitor;Send information to the ZooClub department;;info
9292;case_73;2021-06-16 16:07:32.220000+02:00;;;Visitor;Wait for card;;
9292;case_73;2021-06-16 16:08:04.378000+02:00;card_75;receive;Visitor;Card received?;notification;card
9292;case_73;2021-06-16 16:08:07.430000+02:00;;;Visitor;Go home;;
9393;case_77;2021-06-16 16:08:09.325000+02:00;;;Visitor;Decide individual or family ticket;;
9393;case_77;2021-06-16 16:08:09.467000+02:00;;;Visitor;Prepare family's information;;
9393;case_77;2021-06-16 16:08:10.748000+02:00;info_78;send;Visitor;Send information to the ZooClub department;;info
9393;case_77;2021-06-16 16:08:12.895000+02:00;;;Visitor;Wait for card;;
9393;case_77;2021-06-16 16:09:05.311000+02:00;card_79;receive;Visitor;Card received?;notification;card
9393;case_77;2021-06-16 16:09:11.170000+02:00;;;Visitor;Go home;;
9494;case_81;2021-06-16 16:09:12.096000+02:00;;;Visitor;Decide individual or family ticket;;
9494;case_81;2021-06-16 16:09:13.028000+02:00;;;Visitor;Prepare personal information;;
9494;case_81;2021-06-16 16:09:17.514000+02:00;info_82;send;Visitor;Send information to the ZooClub department;;info
9494;case_81;2021-06-16 16:09:24.121000+02:00;;;Visitor;Wait for card;;
9494;case_81;2021-06-16 16:10:20.541000+02:00;card_83;receive;Visitor;Card received?;notification;card
9494;case_81;2021-06-16 16:10:28.250000+02:00;;;Visitor;Go home;;
9595;case_85;2021-06-16 16:10:29.682000+02:00;;;Visitor;Decide individual or family ticket;;
9595;case_85;2021-06-16 16:10:30.374000+02:00;;;Visitor;Prepare personal information;;
9595;case_85;2021-06-16 16:10:34.654000+02:00;info_86;send;Visitor;Send information to the ZooClub department;;info
9595;case_85;2021-06-16 16:10:44.887000+02:00;;;Visitor;Wait for card;;
9595;case_85;2021-06-16 16:11:25.099000+02:00;card_87;receive;Visitor;Card received?;notification;card
9595;case_85;2021-06-16 16:11:26.041000+02:00;;;Visitor;Go home;;
9696;case_89;2021-06-16 16:11:26.624000+02:00;;;Visitor;Decide individual or family ticket;;
9696;case_89;2021-06-16 16:11:28.338000+02:00;;;Visitor;Prepare personal information;;
9696;case_89;2021-06-16 16:11:32.536000+02:00;info_90;send;Visitor;Send information to the ZooClub department;;info
9696;case_89;2021-06-16 16:11:41.378000+02:00;;;Visitor;Wait for card;;
9696;case_89;2021-06-16 16:12:32.378000+02:00;card_91;receive;Visitor;Card received?;notification;card
9696;case_89;2021-06-16 16:12:34.113000+02:00;;;Visitor;Go home;;
9797;case_9;2021-06-16 15:47:09.528000+02:00;;;Visitor;Decide individual or family ticket;;
9797;case_9;2021-06-16 15:47:11.450000+02:00;;;Visitor;Prepare family's information;;
9797;case_9;2021-06-16 15:47:12.583000+02:00;info_10;send;Visitor;Send information to the ZooClub department;;info
9797;case_9;2021-06-16 15:47:19.066000+02:00;;;Visitor;Wait for card;;
9797;case_9;2021-06-16 15:48:07.206000+02:00;card_11;receive;Visitor;Card received?;notification;card
9797;case_9;2021-06-16 15:48:07.833000+02:00;;;Visitor;Go home;;
9898;case_93;2021-06-16 16:12:36.989000+02:00;;;Visitor;Decide individual or family ticket;;
9898;case_93;2021-06-16 16:12:38.383000+02:00;;;Visitor;Prepare family's information;;
9898;case_93;2021-06-16 16:12:40.832000+02:00;info_94;send;Visitor;Send information to the ZooClub department;;info
9898;case_93;2021-06-16 16:12:52.623000+02:00;;;Visitor;Wait for card;;
9898;case_93;2021-06-16 16:13:51.152000+02:00;card_95;receive;Visitor;Card received?;notification;card
9898;case_93;2021-06-16 16:13:55.380000+02:00;;;Visitor;Go home;;
9999;case_97;2021-06-16 16:13:58.370000+02:00;;;Visitor;Decide individual or family ticket;;
9999;case_97;2021-06-16 16:14:01.981000+02:00;;;Visitor;Prepare family's information;;
9999;case_97;2021-06-16 16:14:06.710000+02:00;info_98;send;Visitor;Send information to the ZooClub department;;info
9999;case_97;2021-06-16 16:14:13.769000+02:00;;;Visitor;Wait for card;;
9999;case_97;2021-06-16 16:15:02.908000+02:00;card_99;receive;Visitor;Card received?;notification;card
9999;case_97;2021-06-16 16:15:07.610000+02:00;;;Visitor;Go home;;
00;case_10;2021-06-16 15:47:19.613000+02:00;info_10;receive;Zoo;Receive visitor information;start;info
00;case_10;2021-06-16 15:47:22.963000+02:00;;;Zoo;Enter customer data into the system;;
00;case_10;2021-06-16 15:47:27.644000+02:00;;;Zoo;Forward information to making department;;
00;case_10;2021-06-16 15:47:31.552000+02:00;;;Zoo;Send request to billing department;;
00;case_10;2021-06-16 15:47:35.777000+02:00;;;Zoo;Mail ZooClub magazine;;
00;case_10;2021-06-16 15:47:43.876000+02:00;;;Zoo;Wait for payment;;
00;case_10;2021-06-16 15:47:47.310000+02:00;request_8;send;Zoo;Send payment request;;request
00;case_10;2021-06-16 15:48:00.663000+02:00;account_9;receive;Zoo;Payment confirmed;notification;account
