id_new;IdCase;eventType;concept:name;msgType;time:timestamp;msgInstanceId;msgFlow;org:group
7676;case_372;;Change account;send;2021-06-16 17:36:07.938000+02:00;account_373;account;Bank
7676;case_372;;Payment confirmed;send;2021-06-16 17:36:07.938000+02:00;account_373;account;Bank
7777;case_376;start;Receive payment request;receive;2021-06-16 17:37:00.271000+02:00;request_376;request;Bank
7777;case_376;;Process payment information;;2021-06-16 17:37:03.133000+02:00;;;Bank
7777;case_376;;Change account;send;2021-06-16 17:37:03.429000+02:00;account_377;account;Bank
7777;case_376;;Payment confirmed;send;2021-06-16 17:37:03.429000+02:00;account_377;account;Bank
7878;case_380;start;Receive payment request;receive;2021-06-16 17:38:07.569000+02:00;request_380;request;Bank
7878;case_380;;Process payment information;;2021-06-16 17:38:07.613000+02:00;;;Bank
7878;case_380;;Change account;send;2021-06-16 17:38:11.648000+02:00;account_381;account;Bank
7878;case_380;;Payment confirmed;send;2021-06-16 17:38:11.648000+02:00;account_381;account;Bank
7979;case_384;start;Receive payment request;receive;2021-06-16 17:39:18.132000+02:00;request_384;request;Bank
7979;case_384;;Process payment information;;2021-06-16 17:39:24.006000+02:00;;;Bank
7979;case_384;;Change account;send;2021-06-16 17:39:29.701000+02:00;account_385;account;Bank
7979;case_384;;Payment confirmed;send;2021-06-16 17:39:29.701000+02:00;account_385;account;Bank
8080;case_388;start;Receive payment request;receive;2021-06-16 17:40:42.014000+02:00;request_388;request;Bank
8080;case_388;;Process payment information;;2021-06-16 17:40:49.828000+02:00;;;Bank
8080;case_388;;Change account;send;2021-06-16 17:41:01.154000+02:00;account_389;account;Bank
8080;case_388;;Payment confirmed;send;2021-06-16 17:41:01.154000+02:00;account_389;account;Bank
8181;case_392;start;Receive payment request;receive;2021-06-16 17:41:52.669000+02:00;request_392;request;Bank
8181;case_392;;Process payment information;;2021-06-16 17:41:55.578000+02:00;;;Bank
8181;case_392;;Change account;send;2021-06-16 17:41:55.977000+02:00;account_393;account;Bank
8181;case_392;;Payment confirmed;send;2021-06-16 17:41:55.977000+02:00;account_393;account;Bank
8282;case_396;start;Receive payment request;receive;2021-06-16 17:43:12.906000+02:00;request_396;request;Bank
8282;case_396;;Process payment information;;2021-06-16 17:43:16.668000+02:00;;;Bank
8282;case_396;;Change account;send;2021-06-16 17:43:18.130000+02:00;account_397;account;Bank
8282;case_396;;Payment confirmed;send;2021-06-16 17:43:18.130000+02:00;account_397;account;Bank
8383;case_4;start;Receive payment request;receive;2021-06-16 15:46:32.693000+02:00;request_4;request;Bank
8383;case_4;;Process payment information;;2021-06-16 15:46:40.797000+02:00;;;Bank
8383;case_4;;Change account;send;2021-06-16 15:46:47.942000+02:00;account_5;account;Bank
8383;case_4;;Payment confirmed;send;2021-06-16 15:46:47.942000+02:00;account_5;account;Bank
8484;case_40;start;Receive payment request;receive;2021-06-16 15:58:01.905000+02:00;request_40;request;Bank
8484;case_40;;Process payment information;;2021-06-16 15:58:06.488000+02:00;;;Bank
8484;case_40;;Change account;send;2021-06-16 15:58:14.920000+02:00;account_41;account;Bank
8484;case_40;;Payment confirmed;send;2021-06-16 15:58:14.920000+02:00;account_41;account;Bank
8585;case_44;start;Receive payment request;receive;2021-06-16 15:59:16.531000+02:00;request_44;request;Bank
8585;case_44;;Process payment information;;2021-06-16 15:59:32.426000+02:00;;;Bank
8585;case_44;;Change account;send;2021-06-16 15:59:32.829000+02:00;account_45;account;Bank
8585;case_44;;Payment confirmed;send;2021-06-16 15:59:32.829000+02:00;account_45;account;Bank
8686;case_48;start;Receive payment request;receive;2021-06-16 16:00:39.877000+02:00;request_48;request;Bank
8686;case_48;;Process payment information;;2021-06-16 16:00:40.908000+02:00;;;Bank
8686;case_48;;Change account;send;2021-06-16 16:00:43.756000+02:00;account_49;account;Bank
8686;case_48;;Payment confirmed;send;2021-06-16 16:00:43.756000+02:00;account_49;account;Bank
8787;case_52;start;Receive payment request;receive;2021-06-16 16:01:48.058000+02:00;request_52;request;Bank
8787;case_52;;Process payment information;;2021-06-16 16:01:57.531000+02:00;;;Bank
8787;case_52;;Change account;send;2021-06-16 16:02:00.677000+02:00;account_53;account;Bank
8787;case_52;;Payment confirmed;send;2021-06-16 16:02:00.677000+02:00;account_53;account;Bank
8888;case_56;start;Receive payment request;receive;2021-06-16 16:03:01.298000+02:00;request_56;request;Bank
8888;case_56;;Process payment information;;2021-06-16 16:03:09.072000+02:00;;;Bank
8888;case_56;;Change account;send;2021-06-16 16:03:12.970000+02:00;account_57;account;Bank
8888;case_56;;Payment confirmed;send;2021-06-16 16:03:12.970000+02:00;account_57;account;Bank
8989;case_60;start;Receive payment request;receive;2021-06-16 16:04:28.721000+02:00;request_60;request;Bank
8989;case_60;;Process payment information;;2021-06-16 16:04:34.844000+02:00;;;Bank
8989;case_60;;Change account;send;2021-06-16 16:04:35.153000+02:00;account_61;account;Bank
8989;case_60;;Payment confirmed;send;2021-06-16 16:04:35.153000+02:00;account_61;account;Bank
9090;case_64;start;Receive payment request;receive;2021-06-16 16:05:40.090000+02:00;request_64;request;Bank
9090;case_64;;Process payment information;;2021-06-16 16:05:45.110000+02:00;;;Bank
9090;case_64;;Change account;send;2021-06-16 16:05:46.781000+02:00;account_65;account;Bank
9090;case_64;;Payment confirmed;send;2021-06-16 16:05:46.781000+02:00;account_65;account;Bank
9191;case_68;start;Receive payment request;receive;2021-06-16 16:06:51.204000+02:00;request_68;request;Bank
9191;case_68;;Process payment information;;2021-06-16 16:06:53.339000+02:00;;;Bank
9191;case_68;;Change account;send;2021-06-16 16:06:59.308000+02:00;account_69;account;Bank
9191;case_68;;Payment confirmed;send;2021-06-16 16:06:59.308000+02:00;account_69;account;Bank
9292;case_72;start;Receive payment request;receive;2021-06-16 16:07:50.673000+02:00;request_72;request;Bank
9292;case_72;;Process payment information;;2021-06-16 16:07:54.401000+02:00;;;Bank
9292;case_72;;Change account;send;2021-06-16 16:07:55.170000+02:00;account_73;account;Bank
9292;case_72;;Payment confirmed;send;2021-06-16 16:07:55.170000+02:00;account_73;account;Bank
9393;case_76;start;Receive payment request;receive;2021-06-16 16:08:33.609000+02:00;request_76;request;Bank
9393;case_76;;Process payment information;;2021-06-16 16:08:38.667000+02:00;;;Bank
9393;case_76;;Change account;send;2021-06-16 16:08:53.214000+02:00;account_77;account;Bank
9393;case_76;;Payment confirmed;send;2021-06-16 16:08:53.214000+02:00;account_77;account;Bank
9494;case_8;start;Receive payment request;receive;2021-06-16 15:47:50.211000+02:00;request_8;request;Bank
9494;case_8;;Process payment information;;2021-06-16 15:47:53.276000+02:00;;;Bank
9494;case_8;;Change account;send;2021-06-16 15:47:53.735000+02:00;account_9;account;Bank
9494;case_8;;Payment confirmed;send;2021-06-16 15:47:53.735000+02:00;account_9;account;Bank
9595;case_80;start;Receive payment request;receive;2021-06-16 16:10:05.528000+02:00;request_80;request;Bank
9595;case_80;;Process payment information;;2021-06-16 16:10:07.833000+02:00;;;Bank
9595;case_80;;Change account;send;2021-06-16 16:10:11.791000+02:00;account_81;account;Bank
9595;case_80;;Payment confirmed;send;2021-06-16 16:10:11.791000+02:00;account_81;account;Bank
9696;case_84;start;Receive payment request;receive;2021-06-16 16:11:14.237000+02:00;request_84;request;Bank
9696;case_84;;Process payment information;;2021-06-16 16:11:16.184000+02:00;;;Bank
9696;case_84;;Change account;send;2021-06-16 16:11:18.788000+02:00;account_85;account;Bank
9696;case_84;;Payment confirmed;send;2021-06-16 16:11:18.788000+02:00;account_85;account;Bank
9797;case_88;start;Receive payment request;receive;2021-06-16 16:12:09.327000+02:00;request_88;request;Bank
9797;case_88;;Process payment information;;2021-06-16 16:12:12.758000+02:00;;;Bank
9797;case_88;;Change account;send;2021-06-16 16:12:15.191000+02:00;account_89;account;Bank
9797;case_88;;Payment confirmed;send;2021-06-16 16:12:15.191000+02:00;account_89;account;Bank
9898;case_92;start;Receive payment request;receive;2021-06-16 16:13:35.401000+02:00;request_92;request;Bank
9898;case_92;;Process payment information;;2021-06-16 16:13:39.970000+02:00;;;Bank
9898;case_92;;Change account;send;2021-06-16 16:13:42.368000+02:00;account_93;account;Bank
9898;case_92;;Payment confirmed;send;2021-06-16 16:13:42.368000+02:00;account_93;account;Bank
9999;case_96;start;Receive payment request;receive;2021-06-16 16:14:40.064000+02:00;request_96;request;Bank
9999;case_96;;Process payment information;;2021-06-16 16:14:48.908000+02:00;;;Bank
9999;case_96;;Change account;send;2021-06-16 16:14:52.554000+02:00;account_97;account;Bank
9999;case_96;;Payment confirmed;send;2021-06-16 16:14:52.554000+02:00;account_97;account;Bank
00;case_10;start;Receive visitor information;receive;2021-06-16 15:47:19.613000+02:00;info_10;info;Zoo
00;case_10;;Enter customer data into the system;;2021-06-16 15:47:22.963000+02:00;;;Zoo
00;case_10;;Forward information to making department;;2021-06-16 15:47:27.644000+02:00;;;Zoo
00;case_10;;Send request to billing department;;2021-06-16 15:47:31.552000+02:00;;;Zoo
00;case_10;;Mail ZooClub magazine;;2021-06-16 15:47:35.777000+02:00;;;Zoo
00;case_10;;Wait for payment;;2021-06-16 15:47:43.876000+02:00;;;Zoo
00;case_10;;Send payment request;send;2021-06-16 15:47:47.310000+02:00;request_8;request;Zoo
00;case_10;;Receive payment request;send;2021-06-16 15:47:47.310000+02:00;request_8;request;Zoo
00;case_10;notification;Payment confirmed;receive;2021-06-16 15:48:00.663000+02:00;account_9;account;Zoo
00;case_10;;Deliver Zooclub card;send;2021-06-16 15:48:03.265000+02:00;card_11;card;Zoo
11;case_102;start;Receive visitor information;receive;2021-06-16 16:15:17.144000+02:00;info_102;info;Zoo
11;case_102;;Enter customer data into the system;;2021-06-16 16:15:27.802000+02:00;;;Zoo
11;case_102;;Forward information to making department;;2021-06-16 16:15:28.690000+02:00;;;Zoo
11;case_102;;Mail ZooClub magazine;;2021-06-16 16:15:34.949000+02:00;;;Zoo
11;case_102;;Send request to billing department;;2021-06-16 16:15:40.351000+02:00;;;Zoo
11;case_102;;Send payment request;send;2021-06-16 16:15:44.873000+02:00;request_100;request;Zoo
11;case_102;;Receive payment request;send;2021-06-16 16:15:44.873000+02:00;request_100;request;Zoo
11;case_102;;Wait for payment;;2021-06-16 16:15:59.050000+02:00;;;Zoo
11;case_102;notification;Payment confirmed;receive;2021-06-16 16:16:09.989000+02:00;account_101;account;Zoo
11;case_102;;Deliver Zooclub card;send;2021-06-16 16:16:11.841000+02:00;card_103;card;Zoo
22;case_106;start;Receive visitor information;receive;2021-06-16 16:16:42.968000+02:00;info_106;info;Zoo
22;case_106;;Enter customer data into the system;;2021-06-16 16:16:52.487000+02:00;;;Zoo
22;case_106;;Forward information to making department;;2021-06-16 16:16:59.820000+02:00;;;Zoo
22;case_106;;Mail ZooClub magazine;;2021-06-16 16:17:04.254000+02:00;;;Zoo
22;case_106;;Send request to billing department;;2021-06-16 16:17:10.015000+02:00;;;Zoo
22;case_106;;Wait for payment;;2021-06-16 16:17:12.285000+02:00;;;Zoo
22;case_106;;Send payment request;send;2021-06-16 16:17:15.786000+02:00;request_104;request;Zoo
22;case_106;;Receive payment request;send;2021-06-16 16:17:15.786000+02:00;request_104;request;Zoo
22;case_106;notification;Payment confirmed;receive;2021-06-16 16:17:25.958000+02:00;account_105;account;Zoo
22;case_106;;Deliver Zooclub card;send;2021-06-16 16:17:28.076000+02:00;card_107;card;Zoo
33;case_110;start;Receive visitor information;receive;2021-06-16 16:17:55.142000+02:00;info_110;info;Zoo
33;case_110;;Enter customer data into the system;;2021-06-16 16:17:55.279000+02:00;;;Zoo
33;case_110;;Forward information to making department;;2021-06-16 16:17:59.383000+02:00;;;Zoo
33;case_110;;Send request to billing department;;2021-06-16 16:18:01.172000+02:00;;;Zoo
33;case_110;;Mail ZooClub magazine;;2021-06-16 16:18:09.624000+02:00;;;Zoo
33;case_110;;Send payment request;send;2021-06-16 16:18:12.822000+02:00;request_108;request;Zoo
33;case_110;;Receive payment request;send;2021-06-16 16:18:12.822000+02:00;request_108;request;Zoo
33;case_110;;Wait for payment;;2021-06-16 16:18:21.883000+02:00;;;Zoo
33;case_110;notification;Payment confirmed;receive;2021-06-16 16:18:32.921000+02:00;account_109;account;Zoo
33;case_110;;Deliver Zooclub card;send;2021-06-16 16:18:33.056000+02:00;card_111;card;Zoo
44;case_114;start;Receive visitor information;receive;2021-06-16 16:18:54.359000+02:00;info_114;info;Zoo
44;case_114;;Enter customer data into the system;;2021-06-16 16:18:55.154000+02:00;;;Zoo
44;case_114;;Forward information to making department;;2021-06-16 16:18:58.873000+02:00;;;Zoo
44;case_114;;Send request to billing department;;2021-06-16 16:19:02.178000+02:00;;;Zoo
44;case_114;;Wait for payment;;2021-06-16 16:19:05.734000+02:00;;;Zoo
44;case_114;;Mail ZooClub magazine;;2021-06-16 16:19:07.611000+02:00;;;Zoo
44;case_114;;Send payment request;send;2021-06-16 16:19:11.158000+02:00;request_112;request;Zoo
44;case_114;;Receive payment request;send;2021-06-16 16:19:11.158000+02:00;request_112;request;Zoo
44;case_114;notification;Payment confirmed;receive;2021-06-16 16:19:20.256000+02:00;account_113;account;Zoo
44;case_114;;Deliver Zooclub card;send;2021-06-16 16:19:21.135000+02:00;card_115;card;Zoo
55;case_118;start;Receive visitor information;receive;2021-06-16 16:19:41.180000+02:00;info_118;info;Zoo
55;case_118;;Enter customer data into the system;;2021-06-16 16:19:47.135000+02:00;;;Zoo
55;case_118;;Forward information to making department;;2021-06-16 16:20:04.980000+02:00;;;Zoo
55;case_118;;Send request to billing department;;2021-06-16 16:20:10.788000+02:00;;;Zoo
55;case_118;;Mail ZooClub magazine;;2021-06-16 16:20:12.684000+02:00;;;Zoo
55;case_118;;Wait for payment;;2021-06-16 16:20:18.300000+02:00;;;Zoo
55;case_118;;Send payment request;send;2021-06-16 16:20:19.363000+02:00;request_116;request;Zoo
55;case_118;;Receive payment request;send;2021-06-16 16:20:19.363000+02:00;request_116;request;Zoo
55;case_118;notification;Payment confirmed;receive;2021-06-16 16:20:28.478000+02:00;account_117;account;Zoo
55;case_118;;Deliver Zooclub card;send;2021-06-16 16:20:30.793000+02:00;card_119;card;Zoo
66;case_122;start;Receive visitor information;receive;2021-06-16 16:20:45.169000+02:00;info_122;info;Zoo
66;case_122;;Enter customer data into the system;;2021-06-16 16:20:58.348000+02:00;;;Zoo
66;case_122;;Send request to billing department;;2021-06-16 16:21:01.928000+02:00;;;Zoo
66;case_122;;Forward information to making department;;2021-06-16 16:21:11.355000+02:00;;;Zoo
66;case_122;;Mail ZooClub magazine;;2021-06-16 16:21:14.240000+02:00;;;Zoo
66;case_122;;Send payment request;send;2021-06-16 16:21:17.658000+02:00;request_120;request;Zoo
66;case_122;;Receive payment request;send;2021-06-16 16:21:17.658000+02:00;request_120;request;Zoo
66;case_122;;Wait for payment;;2021-06-16 16:21:35.365000+02:00;;;Zoo
66;case_122;notification;Payment confirmed;receive;2021-06-16 16:21:39.634000+02:00;account_121;account;Zoo
66;case_122;;Deliver Zooclub card;send;2021-06-16 16:21:41.809000+02:00;card_123;card;Zoo
77;case_126;start;Receive visitor information;receive;2021-06-16 16:21:51.789000+02:00;info_126;info;Zoo
77;case_126;;Enter customer data into the system;;2021-06-16 16:21:56.592000+02:00;;;Zoo
77;case_126;;Send request to billing department;;2021-06-16 16:22:06.030000+02:00;;;Zoo
77;case_126;;Forward information to making department;;2021-06-16 16:22:14.438000+02:00;;;Zoo
77;case_126;;Send payment request;send;2021-06-16 16:22:27.659000+02:00;request_124;request;Zoo
77;case_126;;Receive payment request;send;2021-06-16 16:22:27.659000+02:00;request_124;request;Zoo
77;case_126;;Mail ZooClub magazine;;2021-06-16 16:22:32.044000+02:00;;;Zoo
77;case_126;;Wait for payment;;2021-06-16 16:22:35.966000+02:00;;;Zoo
77;case_126;notification;Payment confirmed;receive;2021-06-16 16:22:59.680000+02:00;account_125;account;Zoo
77;case_126;;Deliver Zooclub card;send;2021-06-16 16:23:04.369000+02:00;card_127;card;Zoo
88;case_130;start;Receive visitor information;receive;2021-06-16 16:23:16.196000+02:00;info_130;info;Zoo
88;case_130;;Enter customer data into the system;;2021-06-16 16:23:22.947000+02:00;;;Zoo
88;case_130;;Send request to billing department;;2021-06-16 16:23:29.545000+02:00;;;Zoo
88;case_130;;Forward information to making department;;2021-06-16 16:23:37.685000+02:00;;;Zoo
88;case_130;;Mail ZooClub magazine;;2021-06-16 16:23:43.843000+02:00;;;Zoo
88;case_130;;Send payment request;send;2021-06-16 16:24:09.198000+02:00;request_128;request;Zoo
88;case_130;;Receive payment request;send;2021-06-16 16:24:09.198000+02:00;request_128;request;Zoo
88;case_130;;Wait for payment;;2021-06-16 16:24:12.600000+02:00;;;Zoo
88;case_130;notification;Payment confirmed;receive;2021-06-16 16:24:26.019000+02:00;account_129;account;Zoo
88;case_130;;Deliver Zooclub card;send;2021-06-16 16:24:26.754000+02:00;card_131;card;Zoo
99;case_134;start;Receive visitor information;receive;2021-06-16 16:24:51.788000+02:00;info_134;info;Zoo
99;case_134;;Enter customer data into the system;;2021-06-16 16:24:55.648000+02:00;;;Zoo
99;case_134;;Send request to billing department;;2021-06-16 16:25:02.215000+02:00;;;Zoo
99;case_134;;Forward information to making department;;2021-06-16 16:25:06.410000+02:00;;;Zoo
99;case_134;;Mail ZooClub magazine;;2021-06-16 16:25:24.788000+02:00;;;Zoo
99;case_134;;Send payment request;send;2021-06-16 16:25:28.045000+02:00;request_132;request;Zoo
99;case_134;;Receive payment request;send;2021-06-16 16:25:28.045000+02:00;request_132;request;Zoo
99;case_134;;Wait for payment;;2021-06-16 16:25:37.983000+02:00;;;Zoo
99;case_134;notification;Payment confirmed;receive;2021-06-16 16:25:57.589000+02:00;account_133;account;Zoo
99;case_134;;Deliver Zooclub card;send;2021-06-16 16:26:02.293000+02:00;card_135;card;Zoo
1010;case_138;start;Receive visitor information;receive;2021-06-16 16:26:25.264000+02:00;info_138;info;Zoo
1010;case_138;;Enter customer data into the system;;2021-06-16 16:26:29.610000+02:00;;;Zoo
1010;case_138;;Send request to billing department;;2021-06-16 16:26:34.214000+02:00;;;Zoo
1010;case_138;;Wait for payment;;2021-06-16 16:26:43.418000+02:00;;;Zoo
1010;case_138;;Send payment request;send;2021-06-16 16:26:51.293000+02:00;request_136;request;Zoo
1010;case_138;;Receive payment request;send;2021-06-16 16:26:51.293000+02:00;request_136;request;Zoo
1010;case_138;;Forward information to making department;;2021-06-16 16:27:07.427000+02:00;;;Zoo
1010;case_138;;Mail ZooClub magazine;;2021-06-16 16:27:09.366000+02:00;;;Zoo
1010;case_138;notification;Payment confirmed;receive;2021-06-16 16:27:11.774000+02:00;account_137;account;Zoo
1010;case_138;;Deliver Zooclub card;send;2021-06-16 16:27:16.713000+02:00;card_139;card;Zoo
1111;case_14;start;Receive visitor information;receive;2021-06-16 15:48:18.922000+02:00;info_14;info;Zoo
1111;case_14;;Enter customer data into the system;;2021-06-16 15:48:27.609000+02:00;;;Zoo
1111;case_14;;Forward information to making department;;2021-06-16 15:48:38.652000+02:00;;;Zoo
1111;case_14;;Send request to billing department;;2021-06-16 15:48:40.475000+02:00;;;Zoo
1111;case_14;;Mail ZooClub magazine;;2021-06-16 15:48:44.280000+02:00;;;Zoo
1111;case_14;;Send payment request;send;2021-06-16 15:48:48.760000+02:00;request_12;request;Zoo
1111;case_14;;Receive payment request;send;2021-06-16 15:48:48.760000+02:00;request_12;request;Zoo
1111;case_14;;Wait for payment;;2021-06-16 15:49:08.001000+02:00;;;Zoo
1111;case_14;notification;Payment confirmed;receive;2021-06-16 15:49:12.732000+02:00;account_13;account;Zoo
1111;case_14;;Deliver Zooclub card;send;2021-06-16 15:49:17.300000+02:00;card_15;card;Zoo
1212;case_142;start;Receive visitor information;receive;2021-06-16 16:27:32.875000+02:00;info_142;info;Zoo
1212;case_142;;Enter customer data into the system;;2021-06-16 16:27:44.446000+02:00;;;Zoo
1212;case_142;;Forward information to making department;;2021-06-16 16:27:52.387000+02:00;;;Zoo
1212;case_142;;Send request to billing department;;2021-06-16 16:27:55.701000+02:00;;;Zoo
1212;case_142;;Mail ZooClub magazine;;2021-06-16 16:28:08.293000+02:00;;;Zoo
1212;case_142;;Wait for payment;;2021-06-16 16:28:12.700000+02:00;;;Zoo
1212;case_142;;Send payment request;send;2021-06-16 16:28:16.211000+02:00;request_140;request;Zoo
1212;case_142;;Receive payment request;send;2021-06-16 16:28:16.211000+02:00;request_140;request;Zoo
1212;case_142;notification;Payment confirmed;receive;2021-06-16 16:28:26.850000+02:00;account_141;account;Zoo
1212;case_142;;Deliver Zooclub card;send;2021-06-16 16:28:33.323000+02:00;card_143;card;Zoo
1313;case_146;start;Receive visitor information;receive;2021-06-16 16:28:49.856000+02:00;info_146;info;Zoo
1313;case_146;;Enter customer data into the system;;2021-06-16 16:28:57.284000+02:00;;;Zoo
1313;case_146;;Send request to billing department;;2021-06-16 16:28:59.720000+02:00;;;Zoo
1313;case_146;;Forward information to making department;;2021-06-16 16:29:04.791000+02:00;;;Zoo
1313;case_146;;Wait for payment;;2021-06-16 16:29:10.364000+02:00;;;Zoo
1313;case_146;;Send payment request;send;2021-06-16 16:29:16.695000+02:00;request_144;request;Zoo
1313;case_146;;Receive payment request;send;2021-06-16 16:29:16.695000+02:00;request_144;request;Zoo
1313;case_146;;Mail ZooClub magazine;;2021-06-16 16:29:28.036000+02:00;;;Zoo
1313;case_146;notification;Payment confirmed;receive;2021-06-16 16:29:44.298000+02:00;account_145;account;Zoo
1313;case_146;;Deliver Zooclub card;send;2021-06-16 16:29:49.286000+02:00;card_147;card;Zoo
1414;case_150;start;Receive visitor information;receive;2021-06-16 16:30:14.922000+02:00;info_150;info;Zoo
1414;case_150;;Enter customer data into the system;;2021-06-16 16:30:15.277000+02:00;;;Zoo
1414;case_150;;Forward information to making department;;2021-06-16 16:30:16.496000+02:00;;;Zoo
1414;case_150;;Send request to billing department;;2021-06-16 16:30:21.647000+02:00;;;Zoo
1414;case_150;;Send payment request;send;2021-06-16 16:30:25.472000+02:00;request_148;request;Zoo
1414;case_150;;Receive payment request;send;2021-06-16 16:30:25.472000+02:00;request_148;request;Zoo
1414;case_150;;Wait for payment;;2021-06-16 16:30:41.191000+02:00;;;Zoo
1414;case_150;;Mail ZooClub magazine;;2021-06-16 16:30:56.827000+02:00;;;Zoo
1414;case_150;notification;Payment confirmed;receive;2021-06-16 16:31:07.255000+02:00;account_149;account;Zoo
1414;case_150;;Deliver Zooclub card;send;2021-06-16 16:31:11.960000+02:00;card_151;card;Zoo
1515;case_154;start;Receive visitor information;receive;2021-06-16 16:31:28.857000+02:00;info_154;info;Zoo
1515;case_154;;Enter customer data into the system;;2021-06-16 16:31:32.924000+02:00;;;Zoo
1515;case_154;;Send request to billing department;;2021-06-16 16:31:37.023000+02:00;;;Zoo
1515;case_154;;Forward information to making department;;2021-06-16 16:31:38.663000+02:00;;;Zoo
1515;case_154;;Mail ZooClub magazine;;2021-06-16 16:31:39.095000+02:00;;;Zoo
1515;case_154;;Send payment request;send;2021-06-16 16:31:42.626000+02:00;request_152;request;Zoo
1515;case_154;;Receive payment request;send;2021-06-16 16:31:42.626000+02:00;request_152;request;Zoo
1515;case_154;;Wait for payment;;2021-06-16 16:31:45.521000+02:00;;;Zoo
1515;case_154;notification;Payment confirmed;receive;2021-06-16 16:32:06.939000+02:00;account_153;account;Zoo
1515;case_154;;Deliver Zooclub card;send;2021-06-16 16:32:07.178000+02:00;card_155;card;Zoo
1616;case_158;start;Receive visitor information;receive;2021-06-16 16:32:36.797000+02:00;info_158;info;Zoo
1616;case_158;;Enter customer data into the system;;2021-06-16 16:32:37.080000+02:00;;;Zoo
1616;case_158;;Send request to billing department;;2021-06-16 16:32:38.529000+02:00;;;Zoo
1616;case_158;;Forward information to making department;;2021-06-16 16:32:40.635000+02:00;;;Zoo
1616;case_158;;Mail ZooClub magazine;;2021-06-16 16:32:47.276000+02:00;;;Zoo
1616;case_158;;Send payment request;send;2021-06-16 16:32:50.979000+02:00;request_156;request;Zoo
1616;case_158;;Receive payment request;send;2021-06-16 16:32:50.979000+02:00;request_156;request;Zoo
1616;case_158;;Wait for payment;;2021-06-16 16:33:00.982000+02:00;;;Zoo
1616;case_158;notification;Payment confirmed;receive;2021-06-16 16:33:11.529000+02:00;account_157;account;Zoo
1616;case_158;;Deliver Zooclub card;send;2021-06-16 16:33:15.762000+02:00;card_159;card;Zoo
1717;case_162;start;Receive visitor information;receive;2021-06-16 16:33:26.029000+02:00;info_162;info;Zoo
1717;case_162;;Enter customer data into the system;;2021-06-16 16:33:36.123000+02:00;;;Zoo
1717;case_162;;Forward information to making department;;2021-06-16 16:33:40.580000+02:00;;;Zoo
1717;case_162;;Mail ZooClub magazine;;2021-06-16 16:33:44.821000+02:00;;;Zoo
1717;case_162;;Send request to billing department;;2021-06-16 16:33:52.607000+02:00;;;Zoo
1717;case_162;;Send payment request;send;2021-06-16 16:34:00.576000+02:00;request_160;request;Zoo
1717;case_162;;Receive payment request;send;2021-06-16 16:34:00.576000+02:00;request_160;request;Zoo
1717;case_162;;Wait for payment;;2021-06-16 16:34:10.216000+02:00;;;Zoo
1717;case_162;notification;Payment confirmed;receive;2021-06-16 16:34:15.625000+02:00;account_161;account;Zoo
1717;case_162;;Deliver Zooclub card;send;2021-06-16 16:34:19.317000+02:00;card_163;card;Zoo
1818;case_166;start;Receive visitor information;receive;2021-06-16 16:34:35.912000+02:00;info_166;info;Zoo
1818;case_166;;Enter customer data into the system;;2021-06-16 16:34:40.327000+02:00;;;Zoo
1818;case_166;;Forward information to making department;;2021-06-16 16:34:48.246000+02:00;;;Zoo
1818;case_166;;Send request to billing department;;2021-06-16 16:34:51.356000+02:00;;;Zoo
1818;case_166;;Mail ZooClub magazine;;2021-06-16 16:35:01.088000+02:00;;;Zoo
1818;case_166;;Wait for payment;;2021-06-16 16:35:10.400000+02:00;;;Zoo
1818;case_166;;Send payment request;send;2021-06-16 16:35:11.292000+02:00;request_164;request;Zoo
1818;case_166;;Receive payment request;send;2021-06-16 16:35:11.292000+02:00;request_164;request;Zoo
1818;case_166;notification;Payment confirmed;receive;2021-06-16 16:35:25.174000+02:00;account_165;account;Zoo
1818;case_166;;Deliver Zooclub card;send;2021-06-16 16:35:30.841000+02:00;card_167;card;Zoo
1919;case_170;start;Receive visitor information;receive;2021-06-16 16:35:49.873000+02:00;info_170;info;Zoo
1919;case_170;;Enter customer data into the system;;2021-06-16 16:36:02.450000+02:00;;;Zoo
1919;case_170;;Forward information to making department;;2021-06-16 16:36:02.967000+02:00;;;Zoo
1919;case_170;;Mail ZooClub magazine;;2021-06-16 16:36:08.823000+02:00;;;Zoo
1919;case_170;;Send request to billing department;;2021-06-16 16:36:16.165000+02:00;;;Zoo
1919;case_170;;Send payment request;send;2021-06-16 16:36:19.011000+02:00;request_168;request;Zoo
1919;case_170;;Receive payment request;send;2021-06-16 16:36:19.011000+02:00;request_168;request;Zoo
1919;case_170;;Wait for payment;;2021-06-16 16:36:21.111000+02:00;;;Zoo
1919;case_170;notification;Payment confirmed;receive;2021-06-16 16:36:38.444000+02:00;account_169;account;Zoo
1919;case_170;;Deliver Zooclub card;send;2021-06-16 16:36:38.703000+02:00;card_171;card;Zoo
2020;case_174;start;Receive visitor information;receive;2021-06-16 16:36:53.320000+02:00;info_174;info;Zoo
2020;case_174;;Enter customer data into the system;;2021-06-16 16:37:00.478000+02:00;;;Zoo
2020;case_174;;Send request to billing department;;2021-06-16 16:37:06.286000+02:00;;;Zoo
2020;case_174;;Forward information to making department;;2021-06-16 16:37:11.592000+02:00;;;Zoo
2020;case_174;;Send payment request;send;2021-06-16 16:37:21.704000+02:00;request_172;request;Zoo
