id_new;IdCase;concept:name;org:group;msgFlow;time:timestamp;msgType;msgInstanceId
6868;case_345;Power On;User;termostat_on;2021-06-17 18:36:37.489000+02:00;send;termostat_on_424
6868;case_345;Switch Off Thermostat;User;termostat_off;2021-06-17 18:36:56.125000+02:00;send;termostat_off_426
6969;case_349;Set Up Thermostat;User;termostat_on;2021-06-17 18:37:41.768000+02:00;send;termostat_on_429
6969;case_349;Power On;User;termostat_on;2021-06-17 18:37:41.768000+02:00;send;termostat_on_429
6969;case_349;Check Environment Temperature;User;temperature;2021-06-17 18:38:17.366000+02:00;receive;temperature_432
6969;case_349;Check Environment Temperature;User;temperature;2021-06-17 18:38:45.669000+02:00;receive;temperature_432
6969;case_349;Switch Off Thermostat;User;termostat_off;2021-06-17 18:38:48.464000+02:00;send;termostat_off_433
7070;case_353;Set Up Thermostat;User;termostat_on;2021-06-17 18:39:36.216000+02:00;send;termostat_on_435
7070;case_353;Power On;User;termostat_on;2021-06-17 18:39:36.216000+02:00;send;termostat_on_435
7070;case_353;Switch Off Thermostat;User;termostat_off;2021-06-17 18:39:46.890000+02:00;send;termostat_off_437
7171;case_357;Set Up Thermostat;User;termostat_on;2021-06-17 18:40:16.545000+02:00;send;termostat_on_440
7171;case_357;Power On;User;termostat_on;2021-06-17 18:40:16.545000+02:00;send;termostat_on_440
7171;case_357;Check Environment Temperature;User;temperature;2021-06-17 18:41:06.653000+02:00;receive;temperature_443
7171;case_357;Switch Off Thermostat;User;termostat_off;2021-06-17 18:41:24.612000+02:00;send;termostat_off_444
7272;case_361;Set Up Thermostat;User;termostat_on;2021-06-17 18:42:17.209000+02:00;send;termostat_on_446
7272;case_361;Power On;User;termostat_on;2021-06-17 18:42:17.209000+02:00;send;termostat_on_446
7272;case_361;Switch Off Thermostat;User;termostat_off;2021-06-17 18:42:39.314000+02:00;send;termostat_off_448
7373;case_365;Set Up Thermostat;User;termostat_on;2021-06-17 18:42:47.739000+02:00;send;termostat_on_450
7373;case_365;Power On;User;termostat_on;2021-06-17 18:42:47.739000+02:00;send;termostat_on_450
7373;case_365;Check Environment Temperature;User;temperature;2021-06-17 18:43:24.135000+02:00;receive;temperature_453
7373;case_365;Switch Off Thermostat;User;termostat_off;2021-06-17 18:43:38.058000+02:00;send;termostat_off_454
7474;case_369;Set Up Thermostat;User;termostat_on;2021-06-17 18:45:10.413000+02:00;send;termostat_on_456
7474;case_369;Power On;User;termostat_on;2021-06-17 18:45:10.413000+02:00;send;termostat_on_456
7474;case_369;Switch Off Thermostat;User;termostat_off;2021-06-17 18:45:26.650000+02:00;send;termostat_off_458
7575;case_37;Set Up Thermostat;User;termostat_on;2021-06-17 16:42:56.986000+02:00;send;termostat_on_43
7575;case_37;Power On;User;termostat_on;2021-06-17 16:42:56.986000+02:00;send;termostat_on_43
7575;case_37;Switch Off Thermostat;User;termostat_off;2021-06-17 16:43:19.296000+02:00;send;termostat_off_45
7676;case_373;Set Up Thermostat;User;termostat_on;2021-06-17 18:45:53.561000+02:00;send;termostat_on_460
7676;case_373;Power On;User;termostat_on;2021-06-17 18:45:53.561000+02:00;send;termostat_on_460
7676;case_373;Switch Off Thermostat;User;termostat_off;2021-06-17 18:46:06.934000+02:00;send;termostat_off_462
7777;case_377;Set Up Thermostat;User;termostat_on;2021-06-17 18:46:34.359000+02:00;send;termostat_on_464
7777;case_377;Power On;User;termostat_on;2021-06-17 18:46:34.359000+02:00;send;termostat_on_464
7777;case_377;Switch Off Thermostat;User;termostat_off;2021-06-17 18:46:40.704000+02:00;send;termostat_off_466
7878;case_381;Set Up Thermostat;User;termostat_on;2021-06-17 18:47:16.243000+02:00;send;termostat_on_468
7878;case_381;Power On;User;termostat_on;2021-06-17 18:47:16.243000+02:00;send;termostat_on_468
7878;case_381;Switch Off Thermostat;User;termostat_off;2021-06-17 18:47:18.103000+02:00;send;termostat_off_469
7979;case_385;Set Up Thermostat;User;termostat_on;2021-06-17 18:47:41.736000+02:00;send;termostat_on_472
7979;case_385;Power On;User;termostat_on;2021-06-17 18:47:41.736000+02:00;send;termostat_on_472
7979;case_385;Switch Off Thermostat;User;termostat_off;2021-06-17 18:47:54.975000+02:00;send;termostat_off_474
8080;case_389;Set Up Thermostat;User;termostat_on;2021-06-17 18:48:12.142000+02:00;send;termostat_on_476
8080;case_389;Power On;User;termostat_on;2021-06-17 18:48:12.142000+02:00;send;termostat_on_476
8080;case_389;Switch Off Thermostat;User;termostat_off;2021-06-17 18:48:28.995000+02:00;send;termostat_off_478
8181;case_393;Set Up Thermostat;User;termostat_on;2021-06-17 18:48:47.920000+02:00;send;termostat_on_480
8181;case_393;Power On;User;termostat_on;2021-06-17 18:48:47.920000+02:00;send;termostat_on_480
8181;case_393;Check Environment Temperature;User;temperature;2021-06-17 18:50:02.365000+02:00;receive;temperature_483
8181;case_393;Switch Off Thermostat;User;termostat_off;2021-06-17 18:50:10.338000+02:00;send;termostat_off_484
8282;case_397;Set Up Thermostat;User;termostat_on;2021-06-17 18:51:21.406000+02:00;send;termostat_on_486
8282;case_397;Power On;User;termostat_on;2021-06-17 18:51:21.406000+02:00;send;termostat_on_486
8282;case_397;Check Environment Temperature;User;temperature;2021-06-17 18:51:59.611000+02:00;receive;temperature_489
8282;case_397;Check Environment Temperature;User;temperature;2021-06-17 18:53:01.909000+02:00;receive;temperature_489
8282;case_397;Check Environment Temperature;User;temperature;2021-06-17 18:53:06.745000+02:00;receive;temperature_489
8282;case_397;Check Environment Temperature;User;temperature;2021-06-17 18:53:24.110000+02:00;receive;temperature_489
8282;case_397;Switch Off Thermostat;User;termostat_off;2021-06-17 18:53:28.781000+02:00;send;termostat_off_490
8383;case_41;Set Up Thermostat;User;termostat_on;2021-06-17 16:43:41.023000+02:00;send;termostat_on_47
8383;case_41;Power On;User;termostat_on;2021-06-17 16:43:41.023000+02:00;send;termostat_on_47
8383;case_41;Check Environment Temperature;User;temperature;2021-06-17 16:44:40.640000+02:00;receive;temperature_50
8383;case_41;Check Environment Temperature;User;temperature;2021-06-17 16:44:54.875000+02:00;receive;temperature_50
8383;case_41;Switch Off Thermostat;User;termostat_off;2021-06-17 16:45:35.207000+02:00;send;termostat_off_51
8484;case_45;Set Up Thermostat;User;termostat_on;2021-06-17 16:46:15.784000+02:00;send;termostat_on_53
8484;case_45;Power On;User;termostat_on;2021-06-17 16:46:15.784000+02:00;send;termostat_on_53
8484;case_45;Switch Off Thermostat;User;termostat_off;2021-06-17 16:46:24.731000+02:00;send;termostat_off_55
8585;case_49;Set Up Thermostat;User;termostat_on;2021-06-17 16:46:59.334000+02:00;send;termostat_on_57
8585;case_49;Power On;User;termostat_on;2021-06-17 16:46:59.334000+02:00;send;termostat_on_57
8585;case_49;Check Environment Temperature;User;temperature;2021-06-17 16:47:28.356000+02:00;receive;temperature_60
8585;case_49;Check Environment Temperature;User;temperature;2021-06-17 16:48:26.187000+02:00;receive;temperature_60
8585;case_49;Check Environment Temperature;User;temperature;2021-06-17 16:49:28.035000+02:00;receive;temperature_60
8585;case_49;Check Environment Temperature;User;temperature;2021-06-17 16:50:04.806000+02:00;receive;temperature_60
8585;case_49;Switch Off Thermostat;User;termostat_off;2021-06-17 16:50:12.107000+02:00;send;termostat_off_61
8686;case_5;Set Up Thermostat;User;termostat_on;2021-06-17 16:35:05.463000+02:00;send;termostat_on_4
8686;case_5;Power On;User;termostat_on;2021-06-17 16:35:05.463000+02:00;send;termostat_on_4
8686;case_5;Check Environment Temperature;User;temperature;2021-06-17 16:35:42.918000+02:00;receive;temperature_7
8686;case_5;Switch Off Thermostat;User;termostat_off;2021-06-17 16:36:06.266000+02:00;send;termostat_off_8
8787;case_53;Set Up Thermostat;User;termostat_on;2021-06-17 16:50:31.741000+02:00;send;termostat_on_63
8787;case_53;Power On;User;termostat_on;2021-06-17 16:50:31.741000+02:00;send;termostat_on_63
8787;case_53;Switch Off Thermostat;User;termostat_off;2021-06-17 16:50:56.479000+02:00;send;termostat_off_65
8888;case_57;Set Up Thermostat;User;termostat_on;2021-06-17 16:51:20.961000+02:00;send;termostat_on_67
8888;case_57;Power On;User;termostat_on;2021-06-17 16:51:20.961000+02:00;send;termostat_on_67
8888;case_57;Switch Off Thermostat;User;termostat_off;2021-06-17 16:51:43.918000+02:00;send;termostat_off_69
8989;case_61;Set Up Thermostat;User;termostat_on;2021-06-17 16:51:50.572000+02:00;send;termostat_on_71
8989;case_61;Power On;User;termostat_on;2021-06-17 16:51:50.572000+02:00;send;termostat_on_71
8989;case_61;Check Environment Temperature;User;temperature;2021-06-17 16:52:30.286000+02:00;receive;temperature_74
8989;case_61;Switch Off Thermostat;User;termostat_off;2021-06-17 16:52:38.270000+02:00;send;termostat_off_75
9090;case_65;Set Up Thermostat;User;termostat_on;2021-06-17 16:53:46.083000+02:00;send;termostat_on_77
9090;case_65;Power On;User;termostat_on;2021-06-17 16:53:46.083000+02:00;send;termostat_on_77
9090;case_65;Switch Off Thermostat;User;termostat_off;2021-06-17 16:53:51.429000+02:00;send;termostat_off_79
9191;case_69;Set Up Thermostat;User;termostat_on;2021-06-17 16:54:10.920000+02:00;send;termostat_on_81
9191;case_69;Power On;User;termostat_on;2021-06-17 16:54:10.920000+02:00;send;termostat_on_81
9191;case_69;Switch Off Thermostat;User;termostat_off;2021-06-17 16:54:23.455000+02:00;send;termostat_off_82
9292;case_73;Set Up Thermostat;User;termostat_on;2021-06-17 16:54:39.551000+02:00;send;termostat_on_84
9292;case_73;Power On;User;termostat_on;2021-06-17 16:54:39.551000+02:00;send;termostat_on_84
9292;case_73;Check Environment Temperature;User;temperature;2021-06-17 16:55:49.502000+02:00;receive;temperature_87
9292;case_73;Switch Off Thermostat;User;termostat_off;2021-06-17 16:55:56.382000+02:00;send;termostat_off_88
9393;case_77;Set Up Thermostat;User;termostat_on;2021-06-17 16:56:29.618000+02:00;send;termostat_on_90
9393;case_77;Power On;User;termostat_on;2021-06-17 16:56:29.618000+02:00;send;termostat_on_90
9393;case_77;Check Environment Temperature;User;temperature;2021-06-17 16:57:09.866000+02:00;receive;temperature_93
9393;case_77;Check Environment Temperature;User;temperature;2021-06-17 16:57:40.242000+02:00;receive;temperature_93
9393;case_77;Check Environment Temperature;User;temperature;2021-06-17 16:58:16.927000+02:00;receive;temperature_93
9393;case_77;Check Environment Temperature;User;temperature;2021-06-17 16:58:50.070000+02:00;receive;temperature_93
9393;case_77;Switch Off Thermostat;User;termostat_off;2021-06-17 16:59:19.691000+02:00;send;termostat_off_94
9494;case_81;Set Up Thermostat;User;termostat_on;2021-06-17 16:59:44.970000+02:00;send;termostat_on_96
9494;case_81;Power On;User;termostat_on;2021-06-17 16:59:44.970000+02:00;send;termostat_on_96
9494;case_81;Check Environment Temperature;User;temperature;2021-06-17 17:00:20.119000+02:00;receive;temperature_99
9494;case_81;Check Environment Temperature;User;temperature;2021-06-17 17:00:47.676000+02:00;receive;temperature_99
9494;case_81;Switch Off Thermostat;User;termostat_off;2021-06-17 17:00:53.673000+02:00;send;termostat_off_100
9595;case_85;Set Up Thermostat;User;termostat_on;2021-06-17 17:01:37.560000+02:00;send;termostat_on_102
9595;case_85;Power On;User;termostat_on;2021-06-17 17:01:37.560000+02:00;send;termostat_on_102
9595;case_85;Switch Off Thermostat;User;termostat_off;2021-06-17 17:01:54.764000+02:00;send;termostat_off_104
9696;case_89;Set Up Thermostat;User;termostat_on;2021-06-17 17:02:24.407000+02:00;send;termostat_on_106
9696;case_89;Power On;User;termostat_on;2021-06-17 17:02:24.407000+02:00;send;termostat_on_106
9696;case_89;Check Environment Temperature;User;temperature;2021-06-17 17:03:21.983000+02:00;receive;temperature_109
9696;case_89;Switch Off Thermostat;User;termostat_off;2021-06-17 17:04:01.145000+02:00;send;termostat_off_110
9797;case_9;Set Up Thermostat;User;termostat_on;2021-06-17 16:36:29.289000+02:00;send;termostat_on_10
9797;case_9;Power On;User;termostat_on;2021-06-17 16:36:29.289000+02:00;send;termostat_on_10
9797;case_9;Switch Off Thermostat;User;termostat_off;2021-06-17 16:36:34.366000+02:00;send;termostat_off_11
9898;case_93;Set Up Thermostat;User;termostat_on;2021-06-17 17:05:40.838000+02:00;send;termostat_on_112
9898;case_93;Power On;User;termostat_on;2021-06-17 17:05:40.838000+02:00;send;termostat_on_112
9898;case_93;Check Environment Temperature;User;temperature;2021-06-17 17:06:20.341000+02:00;receive;temperature_115
9898;case_93;Switch Off Thermostat;User;termostat_off;2021-06-17 17:06:21.233000+02:00;send;termostat_off_116
9999;case_97;Set Up Thermostat;User;termostat_on;2021-06-17 17:06:44.807000+02:00;send;termostat_on_118
9999;case_97;Power On;User;termostat_on;2021-06-17 17:06:44.807000+02:00;send;termostat_on_118
9999;case_97;Switch Off Thermostat;User;termostat_off;2021-06-17 17:07:11.960000+02:00;send;termostat_off_120
00;case_0;Power On;Thermostat;termostat_on;2021-06-17 16:34:11.499000+02:00;start;receive;termostat_on_0
00;case_0;Turn On Controller;Thermostat;controller_on;2021-06-17 16:34:12.705000+02:00;;send;controller_on_1
00;case_0;Power Off;Thermostat;termostat_off;2021-06-17 16:34:41.390000+02:00;notification;receive;termostat_off_2
00;case_0;Turn Off;Thermostat;controller_off;2021-06-17 16:34:54.419000+02:00;;send;controller_off_3
11;case_100;Power On;Thermostat;termostat_on;2021-06-17 17:07:34.834000+02:00;start;receive;termostat_on_122
11;case_100;Turn On Controller;Thermostat;controller_on;2021-06-17 17:07:36.841000+02:00;;send;controller_on_123
11;case_100;Receive Info;Thermostat;env_info;2021-06-17 17:07:53.308000+02:00;;receive;env_info_124
11;case_100;Send Temperature;Thermostat;temperature;2021-06-17 17:08:03.683000+02:00;;send;temperature_125
11;case_100;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:08:03.683000+02:00;;send;temperature_125
11;case_100;Receive Info;Thermostat;env_info;2021-06-17 17:08:33.148000+02:00;;receive;env_info_124
11;case_100;Send Temperature;Thermostat;temperature;2021-06-17 17:08:37.800000+02:00;;send;temperature_125
11;case_100;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:08:37.800000+02:00;;send;temperature_125
11;case_100;Power Off;Thermostat;termostat_off;2021-06-17 17:09:30.551000+02:00;notification;receive;termostat_off_126
11;case_100;Receive Info;Thermostat;env_info;2021-06-17 17:09:30.995000+02:00;;receive;env_info_124
11;case_100;Turn Off;Thermostat;controller_off;2021-06-17 17:09:34.056000+02:00;;send;controller_off_127
22;case_104;Power On;Thermostat;termostat_on;2021-06-17 17:09:47.452000+02:00;start;receive;termostat_on_128
22;case_104;Power Off;Thermostat;termostat_off;2021-06-17 17:09:53.113000+02:00;notification;receive;termostat_off_129
22;case_104;Turn Off;Thermostat;controller_off;2021-06-17 17:09:55.215000+02:00;;send;controller_off_130
33;case_108;Power On;Thermostat;termostat_on;2021-06-17 17:10:01.903000+02:00;start;receive;termostat_on_131
33;case_108;Turn On Controller;Thermostat;controller_on;2021-06-17 17:10:04.389000+02:00;;send;controller_on_132
33;case_108;Receive Info;Thermostat;env_info;2021-06-17 17:10:25.043000+02:00;;receive;env_info_133
33;case_108;Send Temperature;Thermostat;temperature;2021-06-17 17:10:29.909000+02:00;;send;temperature_134
33;case_108;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:10:29.909000+02:00;;send;temperature_134
33;case_108;Power Off;Thermostat;termostat_off;2021-06-17 17:11:17.338000+02:00;notification;receive;termostat_off_135
33;case_108;Turn Off;Thermostat;controller_off;2021-06-17 17:11:20.733000+02:00;;send;controller_off_136
44;case_112;Power On;Thermostat;termostat_on;2021-06-17 17:11:28.970000+02:00;start;receive;termostat_on_137
44;case_112;Turn On Controller;Thermostat;controller_on;2021-06-17 17:11:32.891000+02:00;;send;controller_on_138
44;case_112;Power Off;Thermostat;termostat_off;2021-06-17 17:11:45.334000+02:00;notification;receive;termostat_off_139
44;case_112;Turn Off;Thermostat;controller_off;2021-06-17 17:11:56.172000+02:00;;send;controller_off_140
55;case_116;Power On;Thermostat;termostat_on;2021-06-17 17:12:29.830000+02:00;start;receive;termostat_on_141
55;case_116;Turn On Controller;Thermostat;controller_on;2021-06-17 17:12:32.332000+02:00;;send;controller_on_142
55;case_116;Receive Info;Thermostat;env_info;2021-06-17 17:12:56.688000+02:00;;receive;env_info_143
55;case_116;Send Temperature;Thermostat;temperature;2021-06-17 17:12:59.325000+02:00;;send;temperature_144
55;case_116;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:12:59.325000+02:00;;send;temperature_144
55;case_116;Receive Info;Thermostat;env_info;2021-06-17 17:13:18.991000+02:00;;receive;env_info_143
55;case_116;Send Temperature;Thermostat;temperature;2021-06-17 17:13:25.588000+02:00;;send;temperature_144
55;case_116;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:13:25.588000+02:00;;send;temperature_144
55;case_116;Receive Info;Thermostat;env_info;2021-06-17 17:14:13.038000+02:00;;receive;env_info_143
55;case_116;Send Temperature;Thermostat;temperature;2021-06-17 17:14:39.499000+02:00;;send;temperature_144
55;case_116;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:14:39.499000+02:00;;send;temperature_144
55;case_116;Power Off;Thermostat;termostat_off;2021-06-17 17:14:59.556000+02:00;notification;receive;termostat_off_145
55;case_116;Receive Info;Thermostat;env_info;2021-06-17 17:15:08.759000+02:00;;receive;env_info_143
55;case_116;Send Temperature;Thermostat;temperature;2021-06-17 17:15:14.541000+02:00;;send;temperature_144
55;case_116;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:15:14.541000+02:00;;send;temperature_144
55;case_116;Turn Off;Thermostat;controller_off;2021-06-17 17:15:15.262000+02:00;;send;controller_off_146
66;case_12;Power On;Thermostat;termostat_on;2021-06-17 16:37:04.074000+02:00;start;receive;termostat_on_14
66;case_12;Turn On Controller;Thermostat;controller_on;2021-06-17 16:37:15.344000+02:00;;send;controller_on_15
66;case_12;Power Off;Thermostat;termostat_off;2021-06-17 16:37:19.999000+02:00;notification;receive;termostat_off_16
66;case_12;Turn Off;Thermostat;controller_off;2021-06-17 16:37:26.513000+02:00;;send;controller_off_17
77;case_120;Power On;Thermostat;termostat_on;2021-06-17 17:15:25.378000+02:00;start;receive;termostat_on_147
77;case_120;Turn On Controller;Thermostat;controller_on;2021-06-17 17:15:30.944000+02:00;;send;controller_on_148
77;case_120;Power Off;Thermostat;termostat_off;2021-06-17 17:15:47.401000+02:00;notification;receive;termostat_off_149
77;case_120;Turn Off;Thermostat;controller_off;2021-06-17 17:16:04.409000+02:00;;send;controller_off_150
88;case_124;Power On;Thermostat;termostat_on;2021-06-17 17:16:23.592000+02:00;start;receive;termostat_on_152
88;case_124;Turn On Controller;Thermostat;controller_on;2021-06-17 17:16:25.404000+02:00;;send;controller_on_153
88;case_124;Receive Info;Thermostat;env_info;2021-06-17 17:16:42.088000+02:00;;receive;env_info_154
88;case_124;Send Temperature;Thermostat;temperature;2021-06-17 17:16:45.085000+02:00;;send;temperature_155
88;case_124;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:16:45.085000+02:00;;send;temperature_155
88;case_124;Receive Info;Thermostat;env_info;2021-06-17 17:17:11.338000+02:00;;receive;env_info_154
88;case_124;Power Off;Thermostat;termostat_off;2021-06-17 17:18:02.724000+02:00;notification;receive;termostat_off_156
88;case_124;Turn Off;Thermostat;controller_off;2021-06-17 17:18:05.752000+02:00;;send;controller_off_157
88;case_124;Send Temperature;Thermostat;temperature;2021-06-17 17:18:12.648000+02:00;;send;temperature_155
88;case_124;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:18:12.648000+02:00;;send;temperature_155
99;case_128;Power On;Thermostat;termostat_on;2021-06-17 17:18:24.990000+02:00;start;receive;termostat_on_158
99;case_128;Turn On Controller;Thermostat;controller_on;2021-06-17 17:18:27.513000+02:00;;send;controller_on_159
99;case_128;Receive Info;Thermostat;env_info;2021-06-17 17:18:40.930000+02:00;;receive;env_info_160
99;case_128;Send Temperature;Thermostat;temperature;2021-06-17 17:18:45.764000+02:00;;send;temperature_161
99;case_128;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:18:45.764000+02:00;;send;temperature_161
99;case_128;Power Off;Thermostat;termostat_off;2021-06-17 17:19:17.894000+02:00;notification;receive;termostat_off_162
99;case_128;Turn Off;Thermostat;controller_off;2021-06-17 17:19:22.034000+02:00;;send;controller_off_163
1010;case_132;Power On;Thermostat;termostat_on;2021-06-17 17:19:35.745000+02:00;start;receive;termostat_on_164
1010;case_132;Power Off;Thermostat;termostat_off;2021-06-17 17:19:55.325000+02:00;notification;receive;termostat_off_165
1010;case_132;Turn Off;Thermostat;controller_off;2021-06-17 17:19:58.453000+02:00;;send;controller_off_166
1111;case_136;Power On;Thermostat;termostat_on;2021-06-17 17:20:04.276000+02:00;start;receive;termostat_on_167
1111;case_136;Power Off;Thermostat;termostat_off;2021-06-17 17:20:21.635000+02:00;notification;receive;termostat_off_168
1111;case_136;Turn Off;Thermostat;controller_off;2021-06-17 17:20:21.671000+02:00;;send;controller_off_169
1212;case_140;Power On;Thermostat;termostat_on;2021-06-17 17:20:31.907000+02:00;start;receive;termostat_on_170
1212;case_140;Turn On Controller;Thermostat;controller_on;2021-06-17 17:20:35.637000+02:00;;send;controller_on_171
1212;case_140;Receive Info;Thermostat;env_info;2021-06-17 17:20:53.562000+02:00;;receive;env_info_172
1212;case_140;Send Temperature;Thermostat;temperature;2021-06-17 17:21:00.032000+02:00;;send;temperature_173
1212;case_140;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:21:00.032000+02:00;;send;temperature_173
1212;case_140;Receive Info;Thermostat;env_info;2021-06-17 17:21:14.199000+02:00;;receive;env_info_172
1212;case_140;Send Temperature;Thermostat;temperature;2021-06-17 17:21:14.215000+02:00;;send;temperature_173
1212;case_140;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:21:14.215000+02:00;;send;temperature_173
1212;case_140;Receive Info;Thermostat;env_info;2021-06-17 17:21:53.104000+02:00;;receive;env_info_172
1212;case_140;Power Off;Thermostat;termostat_off;2021-06-17 17:21:54.879000+02:00;notification;receive;termostat_off_174
1212;case_140;Turn Off;Thermostat;controller_off;2021-06-17 17:22:01.984000+02:00;;send;controller_off_175
1313;case_144;Power On;Thermostat;termostat_on;2021-06-17 17:22:37.269000+02:00;start;receive;termostat_on_176
1313;case_144;Turn On Controller;Thermostat;controller_on;2021-06-17 17:22:44.943000+02:00;;send;controller_on_177
1313;case_144;Power Off;Thermostat;termostat_off;2021-06-17 17:22:54.406000+02:00;notification;receive;termostat_off_178
1313;case_144;Turn Off;Thermostat;controller_off;2021-06-17 17:23:03.802000+02:00;;send;controller_off_179
1414;case_148;Power On;Thermostat;termostat_on;2021-06-17 17:23:19.515000+02:00;start;receive;termostat_on_180
1414;case_148;Turn On Controller;Thermostat;controller_on;2021-06-17 17:23:22.527000+02:00;;send;controller_on_181
1414;case_148;Power Off;Thermostat;termostat_off;2021-06-17 17:23:24.251000+02:00;notification;receive;termostat_off_182
1414;case_148;Turn Off;Thermostat;controller_off;2021-06-17 17:23:49.920000+02:00;;send;controller_off_183
1515;case_152;Power On;Thermostat;termostat_on;2021-06-17 17:24:07.850000+02:00;start;receive;termostat_on_184
1515;case_152;Turn On Controller;Thermostat;controller_on;2021-06-17 17:24:14.459000+02:00;;send;controller_on_185
1515;case_152;Power Off;Thermostat;termostat_off;2021-06-17 17:25:07.901000+02:00;notification;receive;termostat_off_186
1515;case_152;Turn Off;Thermostat;controller_off;2021-06-17 17:25:17.486000+02:00;;send;controller_off_187
1616;case_156;Power On;Thermostat;termostat_on;2021-06-17 17:25:31.896000+02:00;start;receive;termostat_on_189
1616;case_156;Turn On Controller;Thermostat;controller_on;2021-06-17 17:25:34.081000+02:00;;send;controller_on_190
1616;case_156;Receive Info;Thermostat;env_info;2021-06-17 17:25:58.375000+02:00;;receive;env_info_191
1616;case_156;Send Temperature;Thermostat;temperature;2021-06-17 17:26:03.230000+02:00;;send;temperature_192
1616;case_156;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:26:03.230000+02:00;;send;temperature_192
1616;case_156;Receive Info;Thermostat;env_info;2021-06-17 17:26:21.498000+02:00;;receive;env_info_191
1616;case_156;Send Temperature;Thermostat;temperature;2021-06-17 17:26:24.881000+02:00;;send;temperature_192
1616;case_156;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:26:24.881000+02:00;;send;temperature_192
1616;case_156;Receive Info;Thermostat;env_info;2021-06-17 17:27:04.709000+02:00;;receive;env_info_191
1616;case_156;Send Temperature;Thermostat;temperature;2021-06-17 17:27:18.668000+02:00;;send;temperature_192
1616;case_156;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:27:18.668000+02:00;;send;temperature_192
1616;case_156;Power Off;Thermostat;termostat_off;2021-06-17 17:27:56.484000+02:00;notification;receive;termostat_off_193
1616;case_156;Receive Info;Thermostat;env_info;2021-06-17 17:28:10.122000+02:00;;receive;env_info_191
1616;case_156;Turn Off;Thermostat;controller_off;2021-06-17 17:28:14.364000+02:00;;send;controller_off_194
1717;case_16;Power On;Thermostat;termostat_on;2021-06-17 16:37:41.005000+02:00;start;receive;termostat_on_18
1717;case_16;Turn On Controller;Thermostat;controller_on;2021-06-17 16:37:42.497000+02:00;;send;controller_on_19
1717;case_16;Receive Info;Thermostat;env_info;2021-06-17 16:37:55.132000+02:00;;receive;env_info_20
1717;case_16;Send Temperature;Thermostat;temperature;2021-06-17 16:37:58.515000+02:00;;send;temperature_21
1717;case_16;Check Environment Temperature;Thermostat;temperature;2021-06-17 16:37:58.515000+02:00;;send;temperature_21
1717;case_16;Power Off;Thermostat;termostat_off;2021-06-17 16:38:37.185000+02:00;notification;receive;termostat_off_22
1717;case_16;Turn Off;Thermostat;controller_off;2021-06-17 16:38:37.985000+02:00;;send;controller_off_23
1717;case_16;Receive Info;Thermostat;env_info;2021-06-17 16:38:46.873000+02:00;;receive;env_info_20
1818;case_160;Power On;Thermostat;termostat_on;2021-06-17 17:28:37.131000+02:00;start;receive;termostat_on_195
1818;case_160;Turn On Controller;Thermostat;controller_on;2021-06-17 17:28:37.925000+02:00;;send;controller_on_196
1818;case_160;Receive Info;Thermostat;env_info;2021-06-17 17:28:55.537000+02:00;;receive;env_info_197
1818;case_160;Send Temperature;Thermostat;temperature;2021-06-17 17:29:03.200000+02:00;;send;temperature_198
1818;case_160;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:29:03.200000+02:00;;send;temperature_198
1818;case_160;Power Off;Thermostat;termostat_off;2021-06-17 17:29:37.761000+02:00;notification;receive;termostat_off_199
1818;case_160;Receive Info;Thermostat;env_info;2021-06-17 17:29:52.603000+02:00;;receive;env_info_197
1818;case_160;Send Temperature;Thermostat;temperature;2021-06-17 17:30:05.303000+02:00;;send;temperature_198
1818;case_160;Check Environment Temperature;Thermostat;temperature;2021-06-17 17:30:05.303000+02:00;;send;temperature_198
1818;case_160;Turn Off;Thermostat;controller_off;2021-06-17 17:30:09.246000+02:00;;send;controller_off_200
1919;case_164;Power On;Thermostat;termostat_on;2021-06-17 17:30:27.171000+02:00;start;receive;termostat_on_201
1919;case_164;Power Off;Thermostat;termostat_off;2021-06-17 17:30:39.124000+02:00;notification;receive;termostat_off_202
1919;case_164;Turn Off;Thermostat;controller_off;2021-06-17 17:30:41.114000+02:00;;send;controller_off_203
2020;case_168;Power On;Thermostat;termostat_on;2021-06-17 17:30:45.342000+02:00;start;receive;termostat_on_204
2020;case_168;Turn On Controller;Thermostat;controller_on;2021-06-17 17:30:50.944000+02:00;;send;controller_on_205
2020;case_168;Power Off;Thermostat;termostat_off;2021-06-17 17:31:11.310000+02:00;notification;receive;termostat_off_206
2020;case_168;Turn Off;Thermostat;controller_off;2021-06-17 17:31:15.230000+02:00;;send;controller_off_207
